DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,6.9,45.0,100%,45.8,-0.7
3 Pointers,0.6,1.9,32.3,27.9%,36.9,-4.6
2 Pointers,2.5,5.0,50.0,72.1%,50.9,-0.9
Less Than 6 Ft,1.2,2.1,55.9,30.6%,61.4,-5.5
Less Than 10 Ft,1.8,3.1,59.2,44.1%,56.5,2.7
Greater Than 15 Ft,1.3,3.6,35.1,51.4%,37.4,-2.3
