BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,23,11.5,5.0,1.7,4.0,41.3,0.6,2.1,27.1,1.1,1.6,72.2,1.1,2.3,3.4,0.5,0.5,0.2,0.1,0.8,0,0,-3.0
Home,9,7.0,2.9,0.9,2.3,38.1,0.3,1.4,23.1,0.8,1.2,63.6,0.8,1.0,1.8,0.3,0.3,0.3,0.0,0.2,0,0,0.3
Road,14,14.4,6.4,2.1,5.1,42.3,0.7,2.5,28.6,1.4,1.8,76.0,1.3,3.1,4.4,0.6,0.6,0.1,0.2,1.1,0,0,-5.1
Wins,3,7.2,2.7,1.0,2.7,37.5,0.0,1.3,0.0,0.7,0.7,100,1.0,1.7,2.7,0.0,0.0,0.0,0.0,0.7,0,0,-1.3
Losses,20,12.1,5.4,1.8,4.2,41.7,0.7,2.2,29.5,1.2,1.7,70.6,1.1,2.4,3.5,0.6,0.6,0.3,0.2,0.8,0,0,-3.2
October,2,14.8,8.0,2.5,8.0,31.3,1.5,5.0,30.0,1.5,2.0,75.0,0.0,1.0,1.0,1.5,0.5,1.0,0.0,1.5,0,0,-10.0
November,8,9.2,4.6,1.5,3.4,44.4,0.5,1.9,26.7,1.1,1.8,64.3,0.9,2.1,3.0,0.4,0.3,0.1,0.0,0.3,0,0,-0.5
December,12,13.2,4.8,1.6,3.9,40.4,0.4,1.8,22.7,1.2,1.5,77.8,1.5,2.8,4.3,0.5,0.8,0.2,0.3,1.1,0,0,-3.7
January,1,3.4,5.0,2.0,2.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pre All-Star,23,11.5,5.0,1.7,4.0,41.3,0.6,2.1,27.1,1.1,1.6,72.2,1.1,2.3,3.4,0.5,0.5,0.2,0.1,0.8,0,0,-3.0
Starters,1,23.5,7.0,3.0,6.0,50.0,0.0,3.0,0.0,1.0,2.0,50.0,4.0,10.0,14.0,1.0,1.0,0.0,0.0,4.0,0,0,-1.0
Bench,22,10.9,4.9,1.6,3.9,40.7,0.6,2.0,28.9,1.1,1.5,73.5,1.0,2.0,2.9,0.5,0.5,0.2,0.1,0.6,0,0,-3.0
0 Days Rest,1,14.3,11.0,4.0,8.0,50.0,0.0,2.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0,0,-3.0
1 Days Rest,14,13.0,5.0,1.6,3.9,40.7,0.4,2.1,20.7,1.4,2.0,71.4,1.5,2.8,4.3,0.4,0.6,0.2,0.1,0.7,0,0,-1.8
2 Days Rest,3,6.1,1.0,0.3,2.3,14.3,0.3,1.3,25.0,0.0,0.0,0.0,0.7,2.3,3.0,0.7,1.0,0.0,0.0,0.3,0,0,-7.0
3 Days Rest,2,12.6,6.0,2.0,4.5,44.4,1.0,2.5,40.0,1.0,1.0,100,0.0,1.5,1.5,0.0,0.0,0.5,0.0,1.0,0,0,-2.0
4 Days Rest,1,3.8,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0
6+ Days Rest,2,10.5,7.0,2.5,5.5,45.5,1.5,3.0,50.0,0.5,1.0,50.0,0.0,1.0,1.0,1.5,0.5,0.5,0.0,1.5,0,0,-8.5
