DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.7,5.7,47.4,100%,44.8,2.7
3 Pointers,0.9,1.7,50.0,30.7%,37.2,12.8
2 Pointers,1.8,3.9,46.3,69.3%,48.9,-2.6
Less Than 6 Ft,1.0,1.8,56.7,31.2%,61.6,-4.9
Less Than 10 Ft,1.2,2.4,51.1,41.9%,54.9,-3.8
Greater Than 15 Ft,1.3,2.8,45.4,50.2%,38.1,7.3
