BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,46,12.5,5.4,2.4,4.1,57.4,0.0,0.0,0.0,0.7,1.2,57.1,0.9,1.6,2.5,0.5,0.5,0.5,0.5,1.8,0,0,-2.3
Home,20,9.7,5.1,2.3,3.8,59.2,0.0,0.0,0.0,0.6,1.0,63.2,0.9,1.2,2.1,0.4,0.6,0.4,0.3,1.8,0,0,-3.0
Road,26,14.6,5.7,2.5,4.4,56.1,0.0,0.1,0.0,0.8,1.4,54.1,0.9,2.0,2.9,0.5,0.5,0.5,0.6,1.8,0,0,-1.8
Wins,18,12.6,6.6,2.9,5.0,58.9,0.0,0.0,0.0,0.7,1.3,52.2,0.9,1.9,2.9,0.5,0.5,0.4,0.6,1.8,0,0,-0.4
Losses,28,12.5,4.7,2.0,3.6,56.0,0.0,0.1,0.0,0.7,1.2,60.6,0.9,1.4,2.3,0.4,0.5,0.5,0.4,1.8,0,0,-3.6
October,4,12.5,3.3,1.5,3.5,42.9,0.0,0.0,0.0,0.3,0.5,50.0,0.5,0.3,0.8,0.8,0.8,0.3,0.3,1.8,0,0,-5.3
November,10,11.7,5.4,2.2,3.6,61.1,0.0,0.0,0.0,1.0,1.5,66.7,0.7,1.5,2.2,0.1,0.7,0.5,0.5,2.7,0,0,-6.1
December,15,12.3,4.7,2.2,3.9,55.9,0.0,0.1,0.0,0.3,1.1,25.0,0.9,1.7,2.6,0.3,0.4,0.4,0.4,1.7,0,0,-2.4
January,13,12.4,5.9,2.5,4.2,58.2,0.0,0.1,0.0,1.0,1.4,72.2,1.3,1.6,2.9,0.5,0.5,0.5,0.5,1.3,0,0,-0.8
February,4,15.7,9.0,4.0,6.5,61.5,0.0,0.0,0.0,1.0,1.3,80.0,0.5,3.3,3.8,1.5,0.3,0.8,0.5,1.8,0,0,5.0
Pre All-Star,46,12.5,5.4,2.4,4.1,57.4,0.0,0.0,0.0,0.7,1.2,57.1,0.9,1.6,2.5,0.5,0.5,0.5,0.5,1.8,0,0,-2.3
Bench,46,12.5,5.4,2.4,4.1,57.4,0.0,0.0,0.0,0.7,1.2,57.1,0.9,1.6,2.5,0.5,0.5,0.5,0.5,1.8,0,0,-2.3
0 Days Rest,10,13.9,6.8,3.0,5.2,57.7,0.0,0.2,0.0,0.8,1.5,53.3,1.0,2.0,3.0,0.5,0.3,0.5,0.7,1.4,0,0,-1.2
1 Days Rest,23,13.0,5.5,2.4,4.0,59.1,0.0,0.0,0.0,0.7,1.2,63.0,1.1,1.7,2.7,0.6,0.5,0.4,0.5,2.0,0,0,-2.3
2 Days Rest,8,11.2,4.0,1.9,3.5,53.6,0.0,0.0,0.0,0.3,0.9,28.6,0.6,1.4,2.0,0.1,0.9,0.6,0.4,2.5,0,0,-3.3
3 Days Rest,1,12.0,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0
4 Days Rest,1,13.0,11.0,3.0,5.0,60.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,3.0,4.0,0.0,2.0,1.0,0.0,2.0,0,0,-10.0
6+ Days Rest,3,7.7,2.0,1.0,2.3,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,0,0,-2.3
