DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.9,43.8,100%,44.6,-0.8
3 Pointers,1.0,2.7,36.7,33.9%,35.9,0.9
2 Pointers,2.5,5.2,47.4,66.1%,49.3,-1.9
Less Than 6 Ft,1.5,2.4,61.2,30.9%,61.3,-0.1
Less Than 10 Ft,1.8,3.3,55.2,41.7%,55.1,0.1
Greater Than 15 Ft,1.6,4.2,37.4,53.0%,37.4,0.0
