,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - BKN vs. MIA",L,16,5,1,4,25.0,1,3,33.3,2,2,100.0,1,3,4,1,0,0,0,1,-12,2017-02-10 00:00:00,MIA,HOME
1,"FEB 08, 2017 - BKN vs. WAS",L,18,10,3,7,42.9,2,3,66.7,2,4,50.0,0,4,4,2,0,0,3,1,-1,2017-02-08 00:00:00,WAS,HOME
2,"FEB 07, 2017 - BKN @ CHA",L,18,3,1,4,25.0,1,4,25.0,0,0,0.0,0,0,0,2,0,0,0,3,5,2017-02-07 00:00:00,CHA,AWAY
3,"FEB 05, 2017 - BKN vs. TOR",L,32,18,5,10,50.0,5,9,55.6,3,3,100.0,0,5,5,0,1,0,5,3,-9,2017-02-05 00:00:00,TOR,HOME
4,"FEB 03, 2017 - BKN vs. IND",L,26,18,6,11,54.5,2,4,50.0,4,4,100.0,0,5,5,4,0,0,2,3,8,2017-02-03 00:00:00,IND,HOME
5,"FEB 01, 2017 - BKN vs. NYK",L,19,4,2,8,25.0,0,3,0.0,0,0,0.0,1,2,3,1,0,1,3,0,-11,2017-02-01 00:00:00,NYK,HOME
6,"JAN 30, 2017 - BKN @ MIA",L,17,8,3,6,50.0,0,2,0.0,2,2,100.0,0,3,3,1,1,0,1,1,7,2017-01-30 00:00:00,MIA,AWAY
7,"JAN 28, 2017 - BKN @ MIN",L,25,14,6,10,60.0,0,1,0.0,2,2,100.0,0,1,1,1,0,0,0,0,-3,2017-01-28 00:00:00,MIN,AWAY
8,"JAN 27, 2017 - BKN @ CLE",L,34,18,7,17,41.2,3,5,60.0,1,2,50.0,0,2,2,3,2,0,1,2,6,2017-01-27 00:00:00,CLE,AWAY
9,"JAN 25, 2017 - BKN vs. MIA",L,15,8,3,6,50.0,2,3,66.7,0,0,0.0,0,1,1,0,0,0,0,0,2,2017-01-25 00:00:00,MIA,HOME
10,"JAN 23, 2017 - BKN vs. SAS",L,31,17,7,16,43.8,1,6,16.7,2,2,100.0,0,10,10,1,0,0,3,2,-32,2017-01-23 00:00:00,SAS,HOME
11,"JAN 21, 2017 - BKN @ CHA",L,27,13,5,14,35.7,3,7,42.9,0,0,0.0,0,4,4,5,2,0,2,2,-4,2017-01-21 00:00:00,CHA,AWAY
12,"JAN 17, 2017 - BKN vs. TOR",L,26,7,1,7,14.3,1,3,33.3,4,4,100.0,0,1,1,3,0,0,1,2,-10,2017-01-17 00:00:00,TOR,HOME
