DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.3,3.3,39.5,100%,43.3,-3.9
3 Pointers,0.3,1.3,27.6,38.2%,35.7,-8.2
2 Pointers,1.0,2.0,46.8,61.8%,46.3,0.6
Less Than 6 Ft,0.6,0.9,70.0,26.3%,58.6,11.4
Less Than 10 Ft,0.7,1.3,56.7,39.5%,53.4,3.3
Greater Than 15 Ft,0.5,1.8,29.3,53.9%,35.8,-6.6
