DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.4,11.5,47.3,100%,48.1,-0.9
3 Pointers,0.6,1.6,37.0,13.8%,35.9,1.2
2 Pointers,4.8,9.9,48.9,86.2%,51.2,-2.3
Less Than 6 Ft,3.0,4.8,61.9,42.2%,60.7,1.2
Less Than 10 Ft,3.7,6.8,54.2,59.2%,55.6,-1.4
Greater Than 15 Ft,1.4,3.7,39.0,31.9%,38.5,0.6
