DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.5,9.9,44.9,100%,44.0,0.8
3 Pointers,1.1,3.6,31.4,35.8%,35.3,-3.9
2 Pointers,3.4,6.4,52.4,64.2%,48.6,3.9
Less Than 6 Ft,1.4,2.3,60.5,23.0%,59.9,0.6
Less Than 10 Ft,2.0,3.5,58.6,35.0%,54.2,4.4
Greater Than 15 Ft,2.0,5.4,36.7,54.7%,37.2,-0.5
