DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.9,4.0,47.0,100%,43.3,3.7
3 Pointers,0.7,1.7,43.8,41.0%,36.0,7.8
2 Pointers,1.2,2.4,49.3,59.0%,47.5,1.8
Less Than 6 Ft,0.6,1.1,58.1,26.5%,59.1,-1.0
Less Than 10 Ft,0.8,1.3,62.2,31.6%,53.8,8.4
Greater Than 15 Ft,1.0,2.5,41.7,61.5%,37.3,4.3
