DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.7,45.2,100%,44.4,0.8
3 Pointers,0.9,2.3,38.9,29.9%,36.7,2.2
2 Pointers,2.6,5.4,47.9,70.1%,48.9,-1.0
Less Than 6 Ft,1.3,2.1,61.4,27.6%,59.5,1.9
Less Than 10 Ft,1.7,3.2,53.2,41.9%,54.8,-1.6
Greater Than 15 Ft,1.5,3.7,39.3,48.2%,37.1,2.2
