BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,11,10.7,3.4,1.4,4.3,31.9,0.3,1.6,16.7,0.4,0.7,50.0,0.9,1.5,2.5,0.3,0.4,0.4,0.1,1.5,0,0,-2.7
Home,4,9.0,2.3,0.8,2.8,27.3,0.3,1.0,25.0,0.5,0.5,100,0.5,1.0,1.5,0.0,0.0,0.8,0.0,0.8,0,0,-1.8
Road,7,11.7,4.0,1.7,5.1,33.3,0.3,2.0,14.3,0.3,0.9,33.3,1.1,1.9,3.0,0.4,0.6,0.1,0.1,2.0,0,0,-3.3
Wins,2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,-0.5
Losses,9,11.9,4.1,1.7,5.2,31.9,0.3,2.0,16.7,0.4,0.9,50.0,1.1,1.8,2.9,0.3,0.4,0.4,0.1,1.9,0,0,-3.2
January,6,12.8,3.3,1.3,5.2,25.8,0.3,2.0,16.7,0.3,0.5,66.7,0.7,1.7,2.3,0.2,0.3,0.7,0.2,2.0,0,0,-4.3
February,5,8.2,3.4,1.4,3.2,43.8,0.2,1.2,16.7,0.4,1.0,40.0,1.2,1.4,2.6,0.4,0.4,0.0,0.0,1.0,0,0,-0.8
Pre All-Star,11,10.7,3.4,1.4,4.3,31.9,0.3,1.6,16.7,0.4,0.7,50.0,0.9,1.5,2.5,0.3,0.4,0.4,0.1,1.5,0,0,-2.7
Starters,1,11.9,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0,0,-6.0
Bench,10,10.6,3.7,1.5,4.3,34.9,0.3,1.7,17.6,0.4,0.8,50.0,0.9,1.6,2.5,0.3,0.4,0.3,0.1,1.4,0,0,-2.4
0 Days Rest,3,9.2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,0.0,0.3,0.3,0.0,1.0,0,0,0.7
1 Days Rest,6,10.1,2.7,1.0,3.8,26.1,0.3,1.7,20.0,0.3,0.3,100,0.8,1.5,2.3,0.3,0.5,0.5,0.2,1.3,0,0,-3.5
2 Days Rest,1,15.6,13.0,5.0,8.0,62.5,1.0,3.0,33.3,2.0,5.0,40.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0,0,0,-8.0
6+ Days Rest,1,13.8,8.0,4.0,10.0,40.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,-3.0
