BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,54,23.6,6.1,2.3,4.3,53.0,0.0,0.0,0.0,1.5,3.1,47.6,1.9,5.4,7.3,1.0,1.2,0.3,1.3,2.4,7,0,-4.1
Home,25,24.1,6.2,2.2,4.3,51.4,0.0,0.0,0.0,1.8,3.7,48.9,2.0,5.6,7.6,0.9,1.0,0.4,1.5,2.4,4,0,-2.2
Road,29,23.2,5.9,2.4,4.4,54.3,0.0,0.0,0.0,1.2,2.6,45.9,1.7,5.3,7.0,1.1,1.5,0.2,1.1,2.4,3,0,-5.8
Wins,20,25.2,6.6,2.4,4.3,55.8,0.0,0.0,0.0,1.8,3.7,48.6,2.2,6.3,8.5,1.5,1.0,0.4,1.6,3.1,4,0,4.3
Losses,34,22.7,5.7,2.2,4.4,51.4,0.0,0.0,0.0,1.3,2.7,46.7,1.7,4.9,6.6,0.7,1.4,0.3,1.1,2.0,3,0,-9.1
October,2,21.0,2.5,1.0,4.0,25.0,0.0,0.0,0.0,0.5,2.0,25.0,4.0,2.0,6.0,0.0,2.0,0.0,1.0,2.0,0,0,-9.0
November,15,24.9,5.7,2.0,4.4,45.5,0.0,0.0,0.0,1.7,3.0,55.6,2.1,5.8,7.9,1.0,1.3,0.3,1.6,2.5,2,0,-2.9
December,16,28.3,7.4,2.8,4.8,57.9,0.0,0.0,0.0,1.9,4.4,43.7,2.3,6.4,8.7,1.4,1.3,0.3,1.6,2.6,2,0,-1.6
January,16,19.6,5.8,2.4,4.1,59.1,0.0,0.0,0.0,0.9,2.0,46.9,1.3,5.0,6.3,0.8,1.1,0.4,0.7,2.1,3,0,-6.4
February,5,18.9,5.0,1.8,3.6,50.0,0.0,0.0,0.0,1.4,2.8,50.0,1.0,3.6,4.6,1.0,1.2,0.2,1.4,2.8,0,0,-6.8
Pre All-Star,54,23.6,6.1,2.3,4.3,53.0,0.0,0.0,0.0,1.5,3.1,47.6,1.9,5.4,7.3,1.0,1.2,0.3,1.3,2.4,7,0,-4.1
Starters,23,27.3,6.7,2.5,4.8,51.8,0.0,0.0,0.0,1.8,3.7,47.7,2.0,5.7,7.6,1.4,1.3,0.5,1.3,2.5,3,0,-2.8
Bench,31,20.9,5.5,2.2,4.0,54.0,0.0,0.0,0.0,1.2,2.6,47.5,1.8,5.2,7.0,0.7,1.2,0.2,1.3,2.3,4,0,-5.2
0 Days Rest,11,24.4,5.2,1.9,3.5,53.8,0.0,0.0,0.0,1.4,3.6,37.5,2.4,4.6,7.0,1.3,1.1,0.3,1.3,2.3,0,0,-1.6
1 Days Rest,34,23.6,6.1,2.3,4.4,51.7,0.0,0.0,0.0,1.6,3.1,49.5,1.7,5.9,7.6,0.9,1.4,0.4,1.3,2.5,5,0,-4.3
2 Days Rest,7,22.8,7.1,2.9,4.7,60.6,0.0,0.0,0.0,1.4,2.6,55.6,2.0,5.1,7.1,1.4,1.0,0.1,1.3,2.3,2,0,-3.1
3 Days Rest,1,22.9,9.0,4.0,6.0,66.7,0.0,0.0,0.0,1.0,1.0,100,2.0,4.0,6.0,1.0,1.0,0.0,0.0,3.0,0,0,-16.0
6+ Days Rest,1,22.9,2.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0,0,-23.0
