,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
21,"DEC 26, 2016 - POR vs. TOR",L,240,91,35,83,42.2,8,23,34.8,13,18,72.2,11,43,54,22,8,4,18,22,2016-12-26 00:00:00,TOR,HOME
22,"DEC 23, 2016 - POR vs. SAS",L,240,90,35,79,44.3,12,30,40.0,8,16,50.0,10,23,33,21,8,2,15,19,2016-12-23 00:00:00,SAS,HOME
23,"DEC 21, 2016 - POR vs. DAL",L,240,95,32,72,44.4,10,27,37.0,21,28,75.0,9,34,43,15,6,4,17,20,2016-12-21 00:00:00,DAL,HOME
24,"DEC 20, 2016 - POR @ SAC",L,240,121,44,86,51.2,4,28,14.3,29,40,72.5,15,26,41,30,5,4,8,31,2016-12-20 00:00:00,SAC,AWAY
25,"DEC 17, 2016 - POR @ GSW",L,240,90,34,86,39.5,8,28,28.6,14,20,70.0,7,24,31,16,7,4,11,19,2016-12-17 00:00:00,GSW,AWAY
26,"DEC 15, 2016 - POR @ DEN",L,240,120,41,88,46.6,8,23,34.8,30,36,83.3,15,26,41,22,6,4,14,25,2016-12-15 00:00:00,DEN,AWAY
27,"DEC 13, 2016 - POR vs. OKC",W,240,114,43,80,53.8,8,23,34.8,20,27,74.1,8,29,37,23,11,9,14,26,2016-12-13 00:00:00,OKC,HOME
28,"DEC 12, 2016 - POR @ LAC",L,240,120,44,87,50.6,10,21,47.6,22,25,88.0,13,29,42,25,6,7,15,24,2016-12-12 00:00:00,LAC,AWAY
29,"DEC 10, 2016 - POR @ IND",L,240,111,40,82,48.8,16,37,43.2,15,16,93.8,9,32,41,22,6,4,17,20,2016-12-10 00:00:00,IND,AWAY
30,"DEC 08, 2016 - POR @ MEM",L,240,86,25,82,30.5,7,28,25.0,29,40,72.5,13,39,52,13,6,3,12,23,2016-12-08 00:00:00,MEM,AWAY
31,"DEC 07, 2016 - POR @ MIL",L,240,107,37,85,43.5,17,40,42.5,16,19,84.2,10,34,44,25,7,4,15,22,2016-12-07 00:00:00,MIL,AWAY
32,"DEC 05, 2016 - POR @ CHI",W,240,112,45,93,48.4,9,24,37.5,13,18,72.2,10,28,38,25,9,8,9,27,2016-12-05 00:00:00,CHI,AWAY
33,"DEC 03, 2016 - POR vs. MIA",W,240,99,36,89,40.4,9,24,37.5,18,24,75.0,12,35,47,19,6,9,8,17,2016-12-03 00:00:00,MIA,HOME
34,"NOV 30, 2016 - POR vs. IND",W,240,131,51,94,54.3,12,32,37.5,17,19,89.5,14,26,40,29,13,2,6,23,2016-11-30 00:00:00,IND,HOME
35,"NOV 27, 2016 - POR vs. HOU",L,240,114,40,83,48.2,12,33,36.4,22,29,75.9,8,27,35,24,7,2,14,24,2016-11-27 00:00:00,HOU,HOME
36,"NOV 25, 2016 - POR vs. NOP",W,240,119,47,100,47.0,12,32,37.5,13,17,76.5,12,40,52,30,7,5,11,20,2016-11-25 00:00:00,NOP,HOME
37,"NOV 23, 2016 - POR @ CLE",L,240,125,47,90,52.2,13,29,44.8,18,19,94.7,9,29,38,27,6,6,9,23,2016-11-23 00:00:00,CLE,AWAY
38,"NOV 22, 2016 - POR @ NYK",L,240,103,38,86,44.2,6,22,27.3,21,26,80.8,11,33,44,18,5,5,16,13,2016-11-22 00:00:00,NYK,AWAY
39,"NOV 20, 2016 - POR @ BKN",W,240,129,49,85,57.6,15,36,41.7,16,21,76.2,8,42,50,23,4,7,15,30,2016-11-20 00:00:00,BKN,AWAY
40,"NOV 18, 2016 - POR @ NOP",L,240,101,33,88,37.5,12,34,35.3,23,26,88.5,13,35,48,19,2,1,14,21,2016-11-18 00:00:00,NOP,AWAY
41,"NOV 17, 2016 - POR @ HOU",L,240,109,41,90,45.6,10,28,35.7,17,21,81.0,10,31,41,24,6,4,12,19,2016-11-17 00:00:00,HOU,AWAY
42,"NOV 15, 2016 - POR vs. CHI",L,240,88,34,95,35.8,9,34,26.5,11,18,61.1,15,34,49,17,8,4,11,18,2016-11-15 00:00:00,CHI,HOME
43,"NOV 13, 2016 - POR vs. DEN",W,240,112,39,99,39.4,8,29,27.6,26,32,81.3,14,30,44,21,8,8,7,23,2016-11-13 00:00:00,DEN,HOME
44,"NOV 11, 2016 - POR vs. SAC",W,265,122,45,86,52.3,13,33,39.4,19,27,70.4,7,29,36,29,8,4,11,24,2016-11-11 00:00:00,SAC,HOME
45,"NOV 09, 2016 - POR @ LAC",L,240,80,31,88,35.2,6,30,20.0,12,14,85.7,11,36,47,16,4,3,14,23,2016-11-09 00:00:00,LAC,AWAY
46,"NOV 08, 2016 - POR vs. PHX",W,240,124,45,81,55.6,14,31,45.2,20,28,71.4,7,28,35,22,5,4,20,27,2016-11-08 00:00:00,PHX,HOME
47,"NOV 06, 2016 - POR @ MEM",W,240,100,32,71,45.1,14,33,42.4,22,27,81.5,5,32,37,19,7,5,15,25,2016-11-06 00:00:00,MEM,AWAY
48,"NOV 04, 2016 - POR @ DAL",W,240,105,36,80,45.0,12,31,38.7,21,26,80.8,7,35,42,21,9,3,14,20,2016-11-04 00:00:00,DAL,AWAY
49,"NOV 02, 2016 - POR @ PHX",L,265,115,42,101,41.6,12,33,36.4,19,21,90.5,10,43,53,25,8,8,14,23,2016-11-02 00:00:00,PHX,AWAY
50,"NOV 01, 2016 - POR vs. GSW",L,240,104,37,86,43.0,14,39,35.9,16,21,76.2,6,26,32,23,12,4,18,17,2016-11-01 00:00:00,GSW,HOME
51,"OCT 29, 2016 - POR @ DEN",W,265,115,45,98,45.9,10,32,31.3,15,21,71.4,5,40,45,23,10,8,15,30,2016-10-29 00:00:00,DEN,AWAY
52,"OCT 27, 2016 - POR vs. LAC",L,240,106,39,85,45.9,4,18,22.2,24,32,75.0,9,39,48,18,4,4,14,34,2016-10-27 00:00:00,LAC,HOME
53,"OCT 25, 2016 - POR vs. UTA",W,240,113,39,75,52.0,13,19,68.4,22,22,100.0,5,29,34,22,5,3,12,18,2016-10-25 00:00:00,UTA,HOME
