,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 09, 2017 - POR vs. BOS",L,240,111,39,77,50.6,9,26,34.6,24,31,77.4,10,31,41,23,4,6,15,23,2017-02-09 00:00:00,BOS,HOME
1,"FEB 07, 2017 - POR @ DAL",W,240,114,42,86,48.8,11,28,39.3,19,24,79.2,18,37,55,17,6,2,15,26,2017-02-07 00:00:00,DAL,AWAY
2,"FEB 05, 2017 - POR @ OKC",L,240,99,35,87,40.2,10,28,35.7,19,21,90.5,11,33,44,15,6,4,12,22,2017-02-05 00:00:00,OKC,AWAY
3,"FEB 03, 2017 - POR vs. DAL",L,240,104,40,88,45.5,9,30,30.0,15,20,75.0,12,32,44,16,3,4,9,19,2017-02-03 00:00:00,DAL,HOME
4,"JAN 31, 2017 - POR vs. CHA",W,240,115,42,93,45.2,11,31,35.5,20,23,87.0,11,40,51,23,8,2,8,18,2017-01-31 00:00:00,CHA,HOME
5,"JAN 29, 2017 - POR vs. GSW",L,240,111,46,93,49.5,10,27,37.0,9,12,75.0,9,33,42,26,11,2,18,24,2017-01-29 00:00:00,GSW,HOME
6,"JAN 27, 2017 - POR vs. MEM",W,240,112,38,81,46.9,16,35,45.7,20,21,95.2,8,25,33,24,2,3,12,26,2017-01-27 00:00:00,MEM,HOME
7,"JAN 25, 2017 - POR vs. LAL",W,240,105,43,90,47.8,4,15,26.7,15,20,75.0,9,40,49,17,5,4,11,12,2017-01-25 00:00:00,LAL,HOME
8,"JAN 21, 2017 - POR @ BOS",W,265,127,43,92,46.7,10,25,40.0,31,36,86.1,9,28,37,26,12,4,14,26,2017-01-21 00:00:00,BOS,AWAY
9,"JAN 20, 2017 - POR @ PHI",L,240,92,33,89,37.1,6,19,31.6,20,28,71.4,12,34,46,16,8,6,13,20,2017-01-20 00:00:00,PHI,AWAY
10,"JAN 18, 2017 - POR @ CHA",L,240,85,33,94,35.1,8,31,25.8,11,11,100.0,15,35,50,18,10,12,15,11,2017-01-18 00:00:00,CHA,AWAY
11,"JAN 16, 2017 - POR @ WAS",L,240,101,37,88,42.0,8,26,30.8,19,25,76.0,14,31,45,22,6,5,15,20,2017-01-16 00:00:00,WAS,AWAY
12,"JAN 13, 2017 - POR vs. ORL",L,240,109,39,97,40.2,10,34,29.4,21,25,84.0,12,31,43,19,6,9,9,20,2017-01-13 00:00:00,ORL,HOME
13,"JAN 11, 2017 - POR vs. CLE",W,240,102,40,93,43.0,10,30,33.3,12,16,75.0,13,38,51,29,6,9,9,17,2017-01-11 00:00:00,CLE,HOME
14,"JAN 10, 2017 - POR @ LAL",W,240,108,43,85,50.6,7,21,33.3,15,20,75.0,9,41,50,25,6,9,11,21,2017-01-10 00:00:00,LAL,AWAY
15,"JAN 08, 2017 - POR vs. DET",L,290,124,51,98,52.0,15,35,42.9,7,12,58.3,7,35,42,36,5,5,16,11,2017-01-08 00:00:00,DET,HOME
16,"JAN 05, 2017 - POR vs. LAL",W,240,118,43,81,53.1,12,33,36.4,20,30,66.7,8,39,47,29,6,5,13,21,2017-01-05 00:00:00,LAL,HOME
17,"JAN 04, 2017 - POR @ GSW",L,240,117,40,89,44.9,12,26,46.2,25,28,89.3,11,33,44,23,8,5,17,26,2017-01-04 00:00:00,GSW,AWAY
18,"JAN 01, 2017 - POR @ MIN",W,240,95,36,73,49.3,6,22,27.3,17,28,60.7,4,37,41,13,10,8,14,19,2017-01-01 00:00:00,MIN,AWAY
19,"DEC 30, 2016 - POR @ SAS",L,240,94,35,77,45.5,6,20,30.0,18,21,85.7,2,23,25,19,10,3,11,23,2016-12-30 00:00:00,SAS,AWAY
20,"DEC 28, 2016 - POR vs. SAC",W,240,102,35,74,47.3,12,25,48.0,20,22,90.9,5,40,45,19,6,4,15,16,2016-12-28 00:00:00,SAC,HOME
