,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
14,"JAN 08, 2017 - MIA @ LAC",L,240,86,31,84,36.9,7,27,25.9,17,21,81.0,11,39,50,14,6,5,15,21,2017-01-08 00:00:00,LAC,AWAY
15,"JAN 06, 2017 - MIA @ LAL",L,240,100,38,92,41.3,8,32,25.0,16,27,59.3,11,30,41,17,5,7,10,23,2017-01-06 00:00:00,LAL,AWAY
16,"JAN 04, 2017 - MIA @ SAC",W,240,107,35,72,48.6,12,28,42.9,25,29,86.2,7,32,39,24,8,9,18,20,2017-01-04 00:00:00,SAC,AWAY
17,"JAN 03, 2017 - MIA @ PHX",L,240,90,36,91,39.6,6,23,26.1,12,16,75.0,15,28,43,18,8,4,12,23,2017-01-03 00:00:00,PHX,AWAY
18,"JAN 01, 2017 - MIA vs. DET",L,240,98,35,77,45.5,14,26,53.8,14,18,77.8,3,31,34,25,6,4,10,22,2017-01-01 00:00:00,DET,HOME
19,"DEC 30, 2016 - MIA @ BOS",L,240,114,48,90,53.3,11,28,39.3,7,10,70.0,9,30,39,35,7,8,12,20,2016-12-30 00:00:00,BOS,AWAY
20,"DEC 29, 2016 - MIA @ CHA",L,240,82,33,82,40.2,10,28,35.7,6,13,46.2,4,42,46,26,6,10,16,19,2016-12-29 00:00:00,CHA,AWAY
21,"DEC 27, 2016 - MIA vs. OKC",L,240,94,36,82,43.9,7,23,30.4,15,21,71.4,9,23,32,14,10,4,12,23,2016-12-27 00:00:00,OKC,HOME
22,"DEC 23, 2016 - MIA @ NOP",L,240,87,36,87,41.4,8,19,42.1,7,13,53.8,11,48,59,19,4,4,13,20,2016-12-23 00:00:00,NOP,AWAY
23,"DEC 22, 2016 - MIA vs. LAL",W,240,115,45,84,53.6,11,22,50.0,14,21,66.7,10,37,47,25,7,6,12,15,2016-12-22 00:00:00,LAL,HOME
24,"DEC 20, 2016 - MIA vs. ORL",L,290,130,50,108,46.3,12,30,40.0,18,26,69.2,9,39,48,22,4,6,10,30,2016-12-20 00:00:00,ORL,HOME
25,"DEC 18, 2016 - MIA vs. BOS",L,240,95,36,69,52.2,9,24,37.5,14,25,56.0,6,35,41,23,7,5,23,20,2016-12-18 00:00:00,BOS,HOME
26,"DEC 16, 2016 - MIA vs. LAC",L,240,98,38,93,40.9,6,27,22.2,16,25,64.0,10,37,47,20,5,5,4,23,2016-12-16 00:00:00,LAC,HOME
27,"DEC 14, 2016 - MIA vs. IND",W,240,95,37,82,45.1,7,25,28.0,14,25,56.0,14,44,58,23,4,6,15,16,2016-12-14 00:00:00,IND,HOME
28,"DEC 12, 2016 - MIA vs. WAS",W,240,112,45,88,51.1,9,26,34.6,13,19,68.4,11,36,47,25,6,3,11,18,2016-12-12 00:00:00,WAS,HOME
29,"DEC 10, 2016 - MIA @ CHI",L,240,100,42,91,46.2,5,20,25.0,11,18,61.1,14,29,43,25,5,5,12,22,2016-12-10 00:00:00,CHI,AWAY
30,"DEC 09, 2016 - MIA @ CLE",L,240,84,31,90,34.4,6,27,22.2,16,21,76.2,23,23,46,18,6,3,13,18,2016-12-09 00:00:00,CLE,AWAY
31,"DEC 07, 2016 - MIA @ ATL",L,240,95,34,80,42.5,11,27,40.7,16,20,80.0,8,26,34,20,6,6,16,16,2016-12-07 00:00:00,ATL,AWAY
32,"DEC 06, 2016 - MIA vs. NYK",L,240,103,38,89,42.7,11,25,44.0,16,27,59.3,16,30,46,21,8,4,10,16,2016-12-06 00:00:00,NYK,HOME
33,"DEC 03, 2016 - MIA @ POR",L,240,92,38,86,44.2,6,22,27.3,10,15,66.7,8,38,46,23,6,6,13,14,2016-12-03 00:00:00,POR,AWAY
34,"DEC 01, 2016 - MIA @ UTA",W,240,111,44,86,51.2,8,19,42.1,15,19,78.9,13,27,40,16,7,2,6,15,2016-12-01 00:00:00,UTA,AWAY
35,"NOV 30, 2016 - MIA @ DEN",W,240,106,41,93,44.1,9,24,37.5,15,26,57.7,11,37,48,26,14,7,6,25,2016-11-30 00:00:00,DEN,AWAY
36,"NOV 28, 2016 - MIA vs. BOS",L,240,104,38,80,47.5,6,30,20.0,22,32,68.8,7,34,41,24,6,2,13,25,2016-11-28 00:00:00,BOS,HOME
37,"NOV 26, 2016 - MIA vs. MEM",L,240,107,40,81,49.4,11,31,35.5,16,24,66.7,8,31,39,18,3,6,9,21,2016-11-26 00:00:00,MEM,HOME
38,"NOV 25, 2016 - MIA @ MEM",W,240,90,33,85,38.8,12,31,38.7,12,18,66.7,10,34,44,17,8,8,8,21,2016-11-25 00:00:00,MEM,AWAY
39,"NOV 23, 2016 - MIA @ DET",L,240,84,27,75,36.0,7,26,26.9,23,30,76.7,7,30,37,19,5,4,14,22,2016-11-23 00:00:00,DET,AWAY
40,"NOV 21, 2016 - MIA @ PHI",L,240,94,34,88,38.6,7,31,22.6,19,28,67.9,21,29,50,17,7,6,13,22,2016-11-21 00:00:00,PHI,AWAY
41,"NOV 19, 2016 - MIA @ WAS",W,240,114,43,85,50.6,13,27,48.1,15,26,57.7,18,30,48,21,5,7,16,21,2016-11-19 00:00:00,WAS,AWAY
42,"NOV 17, 2016 - MIA vs. MIL",W,240,96,39,97,40.2,7,30,23.3,11,21,52.4,17,42,59,19,5,8,7,18,2016-11-17 00:00:00,MIL,HOME
43,"NOV 15, 2016 - MIA vs. ATL",L,240,90,36,89,40.4,7,23,30.4,11,14,78.6,17,31,48,13,11,7,23,23,2016-11-15 00:00:00,ATL,HOME
44,"NOV 14, 2016 - MIA @ SAS",L,240,90,37,84,44.0,4,15,26.7,12,21,57.1,10,31,41,22,14,8,13,23,2016-11-14 00:00:00,SAS,AWAY
45,"NOV 12, 2016 - MIA vs. UTA",L,240,91,38,81,46.9,5,17,29.4,10,19,52.6,4,35,39,21,5,4,8,17,2016-11-12 00:00:00,UTA,HOME
46,"NOV 10, 2016 - MIA vs. CHI",L,240,95,36,88,40.9,13,29,44.8,10,15,66.7,14,32,46,22,8,5,13,19,2016-11-10 00:00:00,CHI,HOME
47,"NOV 07, 2016 - MIA @ OKC",L,240,85,31,84,36.9,4,17,23.5,19,22,86.4,12,29,41,12,8,7,12,16,2016-11-07 00:00:00,OKC,AWAY
48,"NOV 04, 2016 - MIA @ TOR",L,240,87,34,88,38.6,9,28,32.1,10,15,66.7,12,31,43,19,10,5,13,22,2016-11-04 00:00:00,TOR,AWAY
49,"NOV 01, 2016 - MIA vs. SAC",W,265,108,37,86,43.0,13,29,44.8,21,29,72.4,6,39,45,24,10,9,15,21,2016-11-01 00:00:00,SAC,HOME
50,"OCT 30, 2016 - MIA vs. SAS",L,240,99,37,80,46.3,7,20,35.0,18,26,69.2,6,30,36,19,7,6,12,24,2016-10-30 00:00:00,SAS,HOME
51,"OCT 28, 2016 - MIA vs. CHA",L,240,91,32,86,37.2,14,34,41.2,13,20,65.0,11,41,52,19,2,4,19,23,2016-10-28 00:00:00,CHA,HOME
52,"OCT 26, 2016 - MIA @ ORL",W,240,108,47,97,48.5,4,16,25.0,10,16,62.5,16,36,52,27,5,7,10,22,2016-10-26 00:00:00,ORL,AWAY
