DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.1,10.2,49.5,100%,44.5,5.0
3 Pointers,1.8,4.0,44.5,39.1%,36.8,7.7
2 Pointers,3.3,6.2,52.8,60.9%,48.7,4.0
Less Than 6 Ft,1.1,2.0,55.4,19.9%,59.9,-4.5
Less Than 10 Ft,1.8,3.3,54.7,32.4%,53.9,0.8
Greater Than 15 Ft,2.9,6.1,47.4,59.3%,38.5,8.9
