BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,33,17.4,9.2,3.4,7.8,43.6,0.5,2.3,23.4,1.9,2.3,82.7,0.5,4.2,4.7,1.1,0.7,0.3,0.4,1.4,1,0,-0.1
Home,15,15.9,8.1,3.0,6.9,43.7,0.5,2.0,26.7,1.5,1.8,85.2,0.5,4.3,4.7,1.0,1.0,0.4,0.4,0.9,1,0,0.1
Road,18,18.6,10.2,3.7,8.6,43.5,0.6,2.6,21.3,2.2,2.7,81.3,0.6,4.1,4.7,1.2,0.4,0.3,0.3,1.8,0,0,-0.3
Wins,15,19.1,10.8,4.1,8.3,48.8,0.5,1.9,28.6,2.1,2.5,84.2,0.9,4.9,5.7,1.0,0.7,0.3,0.5,1.4,1,0,2.9
Losses,18,15.9,7.9,2.8,7.3,38.6,0.6,2.7,20.4,1.7,2.1,81.1,0.2,3.6,3.8,1.2,0.7,0.3,0.2,1.3,0,0,-2.7
October,3,13.7,7.0,3.0,7.7,39.1,0.0,2.0,0.0,1.0,1.3,75.0,0.7,3.3,4.0,1.0,0.0,0.3,0.3,1.7,0,0,3.0
November,4,19.4,11.3,4.3,8.3,51.5,0.8,2.5,30.0,2.0,2.8,72.7,1.0,6.5,7.5,0.8,1.0,0.5,0.5,0.5,1,0,-0.8
December,16,17.0,8.9,3.3,7.4,44.9,0.6,2.2,25.7,1.7,1.9,87.1,0.6,3.9,4.4,0.9,0.7,0.2,0.4,1.4,0,0,1.3
January,6,19.0,8.8,2.8,7.5,37.8,0.7,2.5,26.7,2.5,3.0,83.3,0.0,3.8,3.8,2.2,0.3,0.7,0.3,1.7,0,0,-7.2
February,4,17.4,10.8,4.0,9.5,42.1,0.5,2.8,18.2,2.3,2.8,81.8,0.5,4.3,4.8,0.8,1.3,0.3,0.3,1.5,0,0,3.0
Pre All-Star,33,17.4,9.2,3.4,7.8,43.6,0.5,2.3,23.4,1.9,2.3,82.7,0.5,4.2,4.7,1.1,0.7,0.3,0.4,1.4,1,0,-0.1
Starters,3,30.7,14.0,5.3,12.7,42.1,0.7,3.0,22.2,2.7,3.3,80.0,0.7,9.3,10.0,3.0,0.7,0.7,0.3,1.3,1,0,-9.0
Bench,30,16.1,8.7,3.2,7.3,43.8,0.5,2.3,23.5,1.8,2.2,83.1,0.5,3.7,4.2,0.9,0.7,0.3,0.4,1.4,0,0,0.8
0 Days Rest,7,15.9,6.6,2.6,7.7,33.3,0.1,2.3,6.3,1.3,1.7,75.0,0.4,4.0,4.4,0.6,0.4,0.3,0.4,1.3,0,0,0.0
1 Days Rest,16,18.4,10.6,3.8,7.6,50.0,0.7,2.4,28.2,2.3,2.7,86.0,0.5,4.3,4.8,1.4,0.9,0.4,0.4,1.5,0,0,2.1
2 Days Rest,7,21.0,11.9,4.4,10.1,43.7,0.7,2.9,25.0,2.3,2.9,80.0,0.9,5.0,5.9,1.1,0.3,0.4,0.3,1.6,1,0,-3.3
4 Days Rest,1,9.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,0,-10.0
6+ Days Rest,2,6.2,2.5,1.0,3.0,33.3,0.5,1.0,50.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,0.0,0,0,-2.0
