DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.7,9.7,48.7,100%,45.1,3.6
3 Pointers,1.3,3.7,35.6,38.3%,35.8,-0.2
2 Pointers,3.4,6.0,56.8,61.7%,49.6,7.1
Less Than 6 Ft,1.7,2.4,70.5,24.7%,60.8,9.8
Less Than 10 Ft,2.1,3.3,64.7,33.7%,55.4,9.3
Greater Than 15 Ft,2.2,5.7,39.1,58.6%,38.2,0.9
