DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.5,5.3,46.3,100%,43.5,2.8
3 Pointers,0.7,1.6,45.3,30.7%,34.9,10.4
2 Pointers,1.7,3.7,46.7,69.3%,47.8,-1.1
Less Than 6 Ft,0.7,1.3,58.6,23.8%,58.8,-0.2
Less Than 10 Ft,0.9,1.8,50.6,34.0%,52.1,-1.5
Greater Than 15 Ft,1.3,2.9,45.1,54.5%,37.3,7.8
