DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.5,46.8,100%,43.9,2.9
3 Pointers,1.1,2.8,38.1,37.5%,34.9,3.1
2 Pointers,2.5,4.7,52.1,62.5%,49.0,3.1
Less Than 6 Ft,1.3,2.2,56.8,29.2%,59.8,-3.0
Less Than 10 Ft,1.6,2.9,55.6,38.9%,55.0,0.5
Greater Than 15 Ft,1.6,4.1,39.4,54.8%,37.0,2.4
