DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,9.4,41.8,100%,45.9,-4.1
3 Pointers,1.2,3.5,35.1,37.9%,36.1,-1.0
2 Pointers,2.7,5.8,46.0,62.1%,50.2,-4.2
Less Than 6 Ft,1.4,2.6,53.1,28.3%,61.9,-8.8
Less Than 10 Ft,1.7,3.5,48.0,37.7%,56.2,-8.2
Greater Than 15 Ft,1.9,5.2,37.0,56.0%,38.3,-1.4
