BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,45,33.9,16.2,6.2,14.1,44.2,1.9,5.5,35.2,1.8,2.4,73.6,0.6,3.9,4.5,2.6,1.5,1.3,0.4,2.3,2,0,2.3
Home,23,34.3,16.8,6.4,13.9,46.1,2.1,5.5,38.1,1.9,2.7,72.1,0.5,4.3,4.8,2.7,1.8,1.1,0.2,2.2,2,0,6.9
Road,22,33.5,15.5,6.0,14.3,42.2,1.8,5.5,32.2,1.7,2.2,75.5,0.7,3.5,4.2,2.4,1.3,1.4,0.5,2.4,0,0,-2.5
Wins,26,33.9,16.8,6.4,13.5,47.6,1.7,5.2,33.6,2.2,3.0,74.0,0.3,4.2,4.5,2.8,1.5,1.3,0.3,2.3,2,0,8.6
Losses,19,33.9,15.4,5.9,14.9,39.9,2.2,5.9,37.2,1.3,1.7,72.7,0.9,3.6,4.5,2.2,1.6,1.3,0.4,2.2,0,0,-6.4
October,3,36.0,17.0,6.0,17.7,34.0,1.3,5.3,25.0,3.7,4.3,84.6,1.0,2.7,3.7,2.3,3.3,1.0,0.7,2.3,0,0,2.7
November,17,35.0,17.3,6.9,13.9,49.6,2.5,5.6,44.2,1.1,1.8,60.0,0.5,3.9,4.5,3.1,1.5,1.0,0.3,1.8,1,0,4.6
December,5,29.6,11.2,4.2,10.8,38.9,1.4,5.6,25.0,1.4,2.4,58.3,0.0,5.0,5.0,1.8,1.8,0.4,0.0,2.2,0,0,3.2
January,15,33.7,16.5,6.3,14.1,44.8,1.9,5.4,35.8,1.9,2.3,80.0,0.8,3.0,3.8,2.4,1.3,1.8,0.4,2.5,0,0,-0.3
February,5,34.0,16.0,5.8,15.8,36.7,1.0,5.4,18.5,3.4,4.0,85.0,0.4,6.2,6.6,2.2,1.2,1.6,0.6,3.2,1,0,0.6
Pre All-Star,45,33.9,16.2,6.2,14.1,44.2,1.9,5.5,35.2,1.8,2.4,73.6,0.6,3.9,4.5,2.6,1.5,1.3,0.4,2.3,2,0,2.3
Starters,45,33.9,16.2,6.2,14.1,44.2,1.9,5.5,35.2,1.8,2.4,73.6,0.6,3.9,4.5,2.6,1.5,1.3,0.4,2.3,2,0,2.3
0 Days Rest,10,32.1,14.6,5.6,14.1,39.7,1.9,6.1,31.1,1.5,2.4,62.5,0.6,4.0,4.6,1.7,1.0,1.1,0.4,2.6,0,0,-7.6
1 Days Rest,27,34.9,17.1,6.6,14.2,46.7,2.1,5.4,40.0,1.7,2.1,82.5,0.6,3.6,4.1,3.0,1.9,1.5,0.4,2.1,2,0,4.9
2 Days Rest,3,35.4,16.3,6.0,15.3,39.1,1.3,5.0,26.7,3.0,4.0,75.0,0.3,6.0,6.3,2.7,0.3,0.7,0.0,2.3,0,0,1.7
3 Days Rest,2,36.4,13.5,5.5,14.0,39.3,1.5,7.5,20.0,1.0,3.5,28.6,0.0,6.0,6.0,2.5,1.5,0.5,0.0,0.5,0,0,2.0
4 Days Rest,1,30.3,18.0,8.0,11.0,72.7,1.0,1.0,100,1.0,2.0,50.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,5.0,0,0,18.0
6+ Days Rest,2,27.5,12.5,4.0,12.5,32.0,1.0,5.0,20.0,3.5,4.0,87.5,1.0,3.5,4.5,1.5,2.5,0.0,0.5,3.5,0,0,9.0
