DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.1,9.3,44.5,100%,45.6,-1.0
3 Pointers,0.8,2.4,32.5,26.1%,35.2,-2.7
2 Pointers,3.4,6.9,48.7,73.9%,50.1,-1.4
Less Than 6 Ft,2.0,3.3,61.0,35.6%,61.3,-0.2
Less Than 10 Ft,2.5,4.5,56.5,48.0%,55.8,0.7
Greater Than 15 Ft,1.4,4.2,33.3,44.7%,36.9,-3.6
