DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,0.5,1.0,50.0,100%,60.4,-10.4
3 Pointers,-,-,-,-%,-,-
2 Pointers,0.5,1.0,50.0,100%,57.5,-7.5
Less Than 6 Ft,0.5,0.5,100,50.0%,78.6,21.5
Less Than 10 Ft,0.5,0.5,100,50.0%,75.0,25.0
Greater Than 15 Ft,0.0,0.5,0.0,50.0%,48.7,-48.7
