BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,13,3.6,1.1,0.5,1.2,46.7,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,1.2,0.2,0.2,0.1,0.0,0.9,0,0,-1.4
Home,9,2.8,0.9,0.4,0.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,1.1,0.1,0.3,0.1,0.0,1.1,0,0,-1.4
Road,4,5.4,1.5,0.8,1.8,42.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.3,1.3,0.3,0.0,0.0,0.0,0.5,0,0,-1.3
Wins,9,2.9,0.9,0.4,0.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.2,0.2,0.3,0.1,0.0,1.1,0,0,-1.7
Losses,4,5.2,1.5,0.8,1.8,42.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0,0,-0.8
October,1,4.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0
November,2,1.9,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0,0,2.0
December,5,5.6,1.6,0.8,1.6,50.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,1.2,1.4,0.2,0.2,0.0,0.0,1.0,0,0,-2.4
January,5,2.2,0.8,0.4,0.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.2,0.2,0.2,0.0,1.0,0,0,-2.8
Pre All-Star,13,3.6,1.1,0.5,1.2,46.7,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,1.2,0.2,0.2,0.1,0.0,0.9,0,0,-1.4
Bench,13,3.6,1.1,0.5,1.2,46.7,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,1.2,0.2,0.2,0.1,0.0,0.9,0,0,-1.4
0 Days Rest,1,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-2.0
1 Days Rest,3,4.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.3,0.3,0.0,1.3,0,0,-3.0
2 Days Rest,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-2.0
3 Days Rest,2,6.5,3.0,1.5,2.5,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,-3.5
5 Days Rest,1,4.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0
6+ Days Rest,5,2.1,1.6,0.8,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.4,0.0,0.0,0.8,0,0,-0.4
