DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.6,9.2,39.8,100%,45.6,-5.8
3 Pointers,1.1,3.3,32.1,35.7%,35.4,-3.3
2 Pointers,2.6,5.9,44.1,64.3%,50.6,-6.5
Less Than 6 Ft,1.7,2.9,57.3,31.9%,62.0,-4.7
Less Than 10 Ft,2.0,3.8,53.0,41.1%,56.2,-3.2
Greater Than 15 Ft,1.4,4.7,30.1,50.7%,36.8,-6.7
