DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.2,7.3,44.1,100%,45.6,-1.5
3 Pointers,0.9,2.6,33.7,34.9%,36.1,-2.4
2 Pointers,2.4,4.8,49.7,65.1%,50.8,-1.1
Less Than 6 Ft,1.4,2.2,63.0,29.8%,62.0,1.0
Less Than 10 Ft,1.6,2.9,57.5,39.0%,57.0,0.5
Greater Than 15 Ft,1.3,3.8,35.0,51.5%,37.4,-2.4
