DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.3,9.4,46.0,100%,45.8,0.3
3 Pointers,1.3,3.2,39.3,34.1%,36.0,3.3
2 Pointers,3.1,6.2,49.5,65.9%,50.4,-0.8
Less Than 6 Ft,1.6,2.5,63.0,26.6%,61.8,1.2
Less Than 10 Ft,2.0,3.3,60.5,34.9%,56.5,4.0
Greater Than 15 Ft,1.9,5.3,36.8,56.3%,37.5,-0.7
