DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,9.2,42.6,100%,44.3,-1.6
3 Pointers,1.5,4.0,36.6,43.7%,36.1,0.5
2 Pointers,2.5,5.2,47.3,56.3%,48.9,-1.6
Less Than 6 Ft,1.2,1.6,71.1,17.7%,59.3,11.8
Less Than 10 Ft,1.5,2.6,57.0,28.8%,55.2,1.8
Greater Than 15 Ft,2.0,5.6,36.0,61.0%,37.7,-1.7
