DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.8,4.8,37.3,100%,44.1,-6.8
3 Pointers,0.4,1.8,22.9,36.3%,35.1,-12.3
2 Pointers,1.4,3.1,45.5,63.7%,48.8,-3.3
Less Than 6 Ft,0.8,1.6,50.8,32.6%,58.6,-7.8
Less Than 10 Ft,1.0,2.1,49.4,43.0%,53.7,-4.3
Greater Than 15 Ft,0.7,2.5,29.0,51.8%,36.3,-7.3
