DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,7.5,42.2,100%,44.6,-2.4
3 Pointers,1.1,3.1,36.7,41.9%,35.6,1.2
2 Pointers,2.0,4.3,46.1,58.1%,49.5,-3.5
Less Than 6 Ft,1.1,1.6,66.2,21.9%,59.5,6.7
Less Than 10 Ft,1.3,2.3,57.0,30.5%,54.5,2.5
Greater Than 15 Ft,1.6,4.5,35.2,59.8%,36.8,-1.6
