BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,21.1,5.9,2.1,4.5,46.8,0.5,1.4,38.2,1.2,1.9,61.2,0.4,2.2,2.6,0.5,0.6,0.4,1.1,2.0,0,0,-3.2
Home,26,18.4,6.2,2.2,4.2,53.2,0.7,1.3,48.6,1.0,1.7,60.0,0.4,1.9,2.3,0.3,0.6,0.4,1.0,1.7,0,0,0.4
Road,27,23.7,5.7,2.0,4.7,41.4,0.4,1.5,29.3,1.3,2.1,62.1,0.4,2.4,2.9,0.7,0.5,0.4,1.3,2.3,0,0,-6.6
Wins,28,19.5,5.0,1.8,3.8,46.2,0.5,1.4,34.2,1.0,1.7,59.6,0.4,2.0,2.4,0.6,0.7,0.4,1.0,1.8,0,0,1.1
Losses,25,22.9,7.0,2.5,5.2,47.3,0.6,1.5,42.1,1.4,2.2,62.5,0.4,2.4,2.8,0.4,0.4,0.4,1.2,2.2,0,0,-8.0
October,2,20.6,8.0,3.0,8.5,35.3,0.0,1.0,0.0,2.0,4.0,50.0,0.0,3.0,3.0,0.0,1.5,0.0,2.0,2.5,0,0,-7.0
November,17,19.8,6.1,2.2,4.4,49.3,0.6,1.5,38.5,1.1,2.4,47.5,0.4,2.4,2.8,0.4,0.6,0.6,1.0,1.9,0,0,-2.6
December,14,22.7,7.1,2.4,4.8,49.3,0.6,1.4,47.4,1.8,2.4,75.8,0.3,1.5,1.8,0.6,0.5,0.6,0.9,2.3,0,0,-0.6
January,15,22.4,4.3,1.6,3.7,42.9,0.5,1.5,36.4,0.6,0.9,64.3,0.5,3.0,3.5,0.7,0.5,0.1,1.3,1.9,0,0,-5.9
February,5,17.3,6.0,2.2,4.4,50.0,0.4,1.4,28.6,1.2,1.6,75.0,1.0,0.6,1.6,0.0,0.6,0.4,1.2,1.6,0,0,-2.2
Pre All-Star,53,21.1,5.9,2.1,4.5,46.8,0.5,1.4,38.2,1.2,1.9,61.2,0.4,2.2,2.6,0.5,0.6,0.4,1.1,2.0,0,0,-3.2
Starters,4,27.9,8.5,2.5,6.5,38.5,1.0,1.8,57.1,2.5,3.0,83.3,0.5,2.5,3.0,0.8,0.8,0.5,1.3,2.5,0,0,-19.3
Bench,49,20.5,5.7,2.1,4.3,47.9,0.5,1.4,36.2,1.1,1.9,58.2,0.4,2.2,2.6,0.5,0.6,0.4,1.1,1.9,0,0,-1.8
0 Days Rest,11,25.6,7.4,2.9,6.1,47.8,0.7,2.0,36.4,0.8,1.3,64.3,0.7,3.2,3.9,0.9,0.5,0.6,1.4,2.2,0,0,-8.1
1 Days Rest,33,19.7,5.5,1.8,3.6,50.0,0.5,1.3,40.5,1.4,2.2,63.9,0.2,1.9,2.1,0.4,0.6,0.4,0.9,1.8,0,0,-2.0
2 Days Rest,4,22.5,6.0,2.3,6.3,36.0,0.8,2.0,37.5,0.8,1.5,50.0,1.0,2.5,3.5,0.5,0.5,0.5,1.3,3.0,0,0,-3.3
3 Days Rest,3,18.4,5.3,2.0,4.7,42.9,0.3,0.7,50.0,1.0,2.3,42.9,0.7,1.3,2.0,0.0,0.3,0.3,2.0,2.0,0,0,1.7
4 Days Rest,2,20.6,6.0,2.5,6.5,38.5,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.5,2.5,0.5,1.0,0.0,1.5,1.5,0,0,-2.5
