BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,18.4,7.6,2.9,6.8,42.5,0.8,2.4,31.3,1.1,1.7,61.5,1.1,2.3,3.4,0.6,1.1,0.8,0.6,3.0,1,0,-4.2
Home,25,20.4,9.1,3.4,7.8,43.4,1.0,2.9,36.1,1.3,1.9,66.7,1.1,2.7,3.8,0.6,0.8,0.9,0.5,3.2,1,0,-3.4
Road,28,16.6,6.2,2.4,5.9,41.5,0.5,2.0,25.0,0.9,1.5,55.8,1.1,1.9,3.0,0.5,1.4,0.6,0.6,2.9,0,0,-4.8
Wins,16,16.9,6.8,2.6,5.9,43.6,0.7,2.4,28.2,1.0,1.4,69.6,0.9,2.8,3.8,0.4,0.9,0.8,0.5,2.9,1,0,-0.6
Losses,37,19.1,7.9,3.0,7.2,42.1,0.8,2.4,32.6,1.1,1.8,58.8,1.2,2.1,3.3,0.6,1.2,0.7,0.6,3.1,0,0,-5.7
October,4,16.1,7.5,2.8,5.5,50.0,0.3,1.0,25.0,1.8,2.5,70.0,1.0,2.5,3.5,0.8,2.3,1.0,0.5,3.3,0,0,-3.0
November,15,14.9,5.6,2.3,5.5,41.5,0.5,1.5,30.4,0.6,1.2,50.0,0.7,2.0,2.7,0.5,1.1,0.4,0.5,2.7,0,0,-5.3
December,15,19.5,8.3,3.1,7.3,42.2,0.9,2.9,31.8,1.2,1.9,62.1,1.5,2.3,3.9,0.5,1.1,0.4,0.4,2.9,1,0,-2.7
January,14,20.5,8.3,3.2,7.0,45.9,0.9,2.7,34.2,0.9,1.4,65.0,1.1,2.5,3.6,0.6,1.1,1.3,0.7,3.4,0,0,-3.6
February,5,21.6,9.6,3.4,9.8,34.7,1.0,3.8,26.3,1.8,2.8,64.3,1.4,2.4,3.8,0.8,0.4,1.2,1.0,3.0,0,0,-7.8
Pre All-Star,53,18.4,7.6,2.9,6.8,42.5,0.8,2.4,31.3,1.1,1.7,61.5,1.1,2.3,3.4,0.6,1.1,0.8,0.6,3.0,1,0,-4.2
Starters,46,19.2,7.9,3.0,7.2,42.1,0.8,2.7,31.7,1.0,1.7,61.5,1.2,2.3,3.5,0.5,1.0,0.8,0.6,3.1,1,0,-4.4
Bench,7,13.1,5.3,2.0,4.3,46.7,0.1,0.7,20.0,1.1,1.9,61.5,0.6,2.3,2.9,0.7,1.6,0.7,0.3,2.3,0,0,-2.9
0 Days Rest,9,19.7,9.6,3.3,7.2,46.2,1.1,3.2,34.5,1.8,2.6,69.6,0.9,2.8,3.7,0.7,1.7,0.8,0.3,3.6,0,0,-1.8
1 Days Rest,34,17.4,6.6,2.6,6.5,40.0,0.6,2.2,27.6,0.8,1.5,52.9,1.1,2.2,3.3,0.4,0.9,0.9,0.6,2.9,1,0,-4.3
2 Days Rest,8,20.0,9.0,3.5,7.8,45.2,0.8,2.4,31.6,1.3,1.6,76.9,1.5,2.0,3.5,0.9,0.9,0.5,0.8,2.8,0,0,-4.0
3 Days Rest,1,23.5,13.0,4.0,6.0,66.7,3.0,4.0,75.0,2.0,2.0,100,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0,0,-16.0
4 Days Rest,1,22.2,7.0,3.0,7.0,42.9,0.0,0.0,0.0,1.0,2.0,50.0,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,0,0,-10.0
