BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,26,10.2,2.0,0.8,2.0,38.5,0.2,1.0,23.1,0.3,0.3,87.5,0.1,1.0,1.1,0.2,0.4,0.1,0.1,0.8,0,0,0.0
Home,13,9.9,1.5,0.6,1.7,36.4,0.1,0.8,9.1,0.2,0.2,100,0.1,1.0,1.1,0.2,0.5,0.1,0.1,0.9,0,0,1.0
Road,13,10.6,2.6,0.9,2.3,40.0,0.4,1.2,33.3,0.4,0.5,83.3,0.2,1.0,1.2,0.2,0.3,0.1,0.2,0.6,0,0,-0.9
Wins,13,11.5,2.1,0.8,2.3,33.3,0.2,1.4,16.7,0.3,0.3,100,0.1,0.9,1.0,0.2,0.5,0.2,0.1,1.0,0,0,2.3
Losses,13,8.9,2.0,0.8,1.7,45.5,0.2,0.6,37.5,0.2,0.3,75.0,0.2,1.1,1.2,0.2,0.3,0.0,0.2,0.5,0,0,-2.2
October,3,24.2,4.3,1.7,5.0,33.3,0.3,3.3,10.0,0.7,0.7,100,0.3,1.7,2.0,0.0,1.0,0.3,0.0,2.3,0,0,11.0
November,7,6.7,1.1,0.4,1.9,23.1,0.1,0.9,16.7,0.1,0.3,50.0,0.0,1.3,1.3,0.1,0.3,0.0,0.3,0.7,0,0,-1.4
December,10,9.0,2.3,0.8,1.2,66.7,0.3,0.5,60.0,0.4,0.4,100,0.0,0.8,0.8,0.3,0.4,0.1,0.1,0.4,0,0,-1.2
January,5,10.6,1.8,0.8,2.4,33.3,0.2,1.0,20.0,0.0,0.0,0.0,0.4,0.8,1.2,0.0,0.2,0.0,0.0,0.4,0,0,-1.0
February,1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,-5.0
Pre All-Star,26,10.2,2.0,0.8,2.0,38.5,0.2,1.0,23.1,0.3,0.3,87.5,0.1,1.0,1.1,0.2,0.4,0.1,0.1,0.8,0,0,0.0
Bench,26,10.2,2.0,0.8,2.0,38.5,0.2,1.0,23.1,0.3,0.3,87.5,0.1,1.0,1.1,0.2,0.4,0.1,0.1,0.8,0,0,0.0
0 Days Rest,2,16.7,4.0,1.5,3.5,42.9,0.5,1.0,50.0,0.5,1.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,0.5,0.5,0,0,-4.5
1 Days Rest,10,11.5,2.5,1.0,2.0,50.0,0.3,0.9,33.3,0.2,0.2,100,0.2,1.0,1.2,0.1,0.3,0.2,0.1,0.9,0,0,1.9
2 Days Rest,5,8.9,2.0,0.8,2.0,40.0,0.0,0.8,0.0,0.4,0.4,100,0.2,1.0,1.2,0.2,0.6,0.0,0.2,0.6,0,0,-1.8
3 Days Rest,3,5.4,1.0,0.3,1.0,33.3,0.3,1.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,0,0,-3.7
4 Days Rest,2,7.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0,0,0.0
6+ Days Rest,4,10.5,1.8,0.5,2.5,20.0,0.3,1.5,16.7,0.5,0.5,100,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.5,0,0,2.8
