DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,12.2,38.9,100%,44.8,-5.9
3 Pointers,1.7,5.3,31.5,43.7%,35.9,-4.4
2 Pointers,3.1,6.9,44.7,56.3%,49.4,-4.8
Less Than 6 Ft,1.7,2.6,65.3,21.1%,60.7,4.6
Less Than 10 Ft,1.9,3.5,53.3,29.0%,55.4,-2.1
Greater Than 15 Ft,2.6,7.6,34.7,61.9%,38.1,-3.4
