DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,7.5,41.8,100%,44.9,-3.0
3 Pointers,0.8,2.5,32.7,33.3%,36.4,-3.7
2 Pointers,2.3,5.0,46.4,66.7%,49.7,-3.3
Less Than 6 Ft,1.1,2.0,51.1,27.3%,61.9,-10.8
Less Than 10 Ft,1.3,2.9,44.4,38.2%,56.1,-11.7
Greater Than 15 Ft,1.5,4.1,36.7,54.5%,37.8,-1.1
