BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,24,21.7,8.9,2.9,7.0,41.7,1.5,3.7,40.4,1.6,1.8,90.5,0.1,2.1,2.3,1.5,1.0,1.2,0.1,1.2,0,0,-2.2
Home,10,20.0,6.1,2.3,6.1,37.7,0.7,2.8,25.0,0.8,0.9,88.9,0.0,1.7,1.7,1.1,0.4,1.2,0.1,1.1,0,0,-3.5
Road,14,22.9,10.9,3.4,7.6,43.9,2.1,4.4,47.5,2.1,2.4,90.9,0.2,2.4,2.6,1.9,1.4,1.1,0.1,1.3,0,0,-1.3
Wins,10,21.1,12.1,3.7,7.3,50.7,2.3,4.0,57.5,2.4,2.7,88.9,0.1,2.1,2.2,1.4,1.0,1.5,0.1,0.9,0,0,4.9
Losses,14,22.1,6.6,2.4,6.8,34.7,0.9,3.5,26.5,1.0,1.1,93.3,0.1,2.1,2.3,1.6,1.0,0.9,0.1,1.4,0,0,-7.3
December,14,19.2,8.2,2.6,6.8,38.9,1.3,3.4,37.5,1.6,1.9,88.5,0.1,1.9,2.0,1.2,0.4,1.2,0.0,0.9,0,0,-0.1
January,10,25.1,9.9,3.3,7.3,45.2,1.8,4.1,43.9,1.5,1.6,93.8,0.1,2.5,2.6,2.0,1.8,1.1,0.2,1.6,0,0,-5.1
Pre All-Star,24,21.7,8.9,2.9,7.0,41.7,1.5,3.7,40.4,1.6,1.8,90.5,0.1,2.1,2.3,1.5,1.0,1.2,0.1,1.2,0,0,-2.2
Starters,9,27.9,11.4,4.0,8.6,46.8,2.0,4.9,40.9,1.4,1.6,92.9,0.1,2.9,3.0,2.1,1.4,1.2,0.1,1.6,0,0,-1.7
Bench,15,18.0,7.4,2.3,6.1,37.4,1.2,3.0,40.0,1.7,1.9,89.3,0.1,1.7,1.8,1.2,0.7,1.1,0.1,1.0,0,0,-2.5
0 Days Rest,5,22.5,9.4,2.8,6.2,45.2,2.2,4.4,50.0,1.6,1.8,88.9,0.0,1.6,1.6,2.0,1.2,0.2,0.2,1.8,0,0,4.8
1 Days Rest,13,19.4,6.9,2.3,6.3,36.6,0.8,2.6,29.4,1.5,1.6,95.2,0.2,1.7,1.9,1.4,1.1,1.0,0.1,0.9,0,0,-6.4
2 Days Rest,4,27.4,14.0,5.3,10.0,52.5,2.5,5.5,45.5,1.0,1.5,66.7,0.0,4.3,4.3,1.8,0.5,2.8,0.0,1.5,0,0,7.3
3 Days Rest,1,29.8,11.0,3.0,9.0,33.3,3.0,8.0,37.5,2.0,2.0,100,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0,0,-14.0
6+ Days Rest,1,16.9,10.0,2.0,6.0,33.3,2.0,3.0,66.7,4.0,4.0,100,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0,0,-9.0
