DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.4,7.2,46.9,100%,47.2,-0.3
3 Pointers,0.6,1.3,43.9,17.5%,34.8,9.1
2 Pointers,2.8,6.0,47.6,82.5%,50.8,-3.2
Less Than 6 Ft,1.4,2.8,50.4,38.3%,60.0,-9.6
Less Than 10 Ft,2.0,4.0,49.7,55.5%,55.4,-5.7
Greater Than 15 Ft,1.1,2.6,43.5,35.3%,37.2,6.3
