DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.6,14.0,47.0,100%,47.7,-0.7
3 Pointers,1.1,2.5,41.5,18.2%,36.2,5.3
2 Pointers,5.5,11.5,48.2,81.8%,51.1,-2.9
Less Than 6 Ft,2.9,5.3,54.8,37.8%,61.5,-6.7
Less Than 10 Ft,3.7,7.3,50.4,52.1%,56.4,-6.0
Greater Than 15 Ft,2.3,5.3,42.8,38.1%,37.7,5.1
