DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.1,4.5,45.9,100%,44.1,1.8
3 Pointers,0.7,1.8,36.4,39.7%,35.9,0.5
2 Pointers,1.4,2.7,52.1,60.3%,48.9,3.3
Less Than 6 Ft,0.7,0.9,70.7,21.1%,58.9,11.9
Less Than 10 Ft,0.8,1.5,54.5,34.0%,54.3,0.2
Greater Than 15 Ft,1.1,2.6,44.5,56.7%,36.8,7.8
