BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,34.2,21.5,8.0,17.3,46.6,3.2,7.8,40.9,2.2,2.6,85.1,0.7,3.2,3.9,2.0,1.8,0.8,0.5,1.8,0,0,11.5
Home,25,33.4,22.9,8.7,16.9,51.4,3.7,7.6,48.9,1.8,2.3,80.7,0.6,3.1,3.7,2.3,1.6,0.8,0.6,2.0,0,0,13.4
Road,26,34.8,20.1,7.4,17.6,42.1,2.7,7.9,33.5,2.6,3.0,88.3,0.8,3.3,4.1,1.8,2.0,0.8,0.4,1.6,0,0,9.7
Wins,43,33.3,22.4,8.3,17.2,48.6,3.3,7.6,43.3,2.4,2.7,88.0,0.7,3.3,4.0,2.1,1.8,0.8,0.5,1.8,0,0,15.0
Losses,8,38.9,16.6,6.4,17.6,36.2,2.5,8.5,29.4,1.4,2.1,64.7,0.8,2.9,3.6,1.4,1.8,0.9,0.4,1.8,0,0,-7.3
October,3,37.4,17.7,7.0,16.3,42.9,1.0,7.0,14.3,2.7,3.0,88.9,0.0,3.0,3.0,2.7,1.3,0.3,0.3,2.3,0,0,4.0
November,15,32.7,21.3,8.1,16.7,48.6,3.1,7.7,40.5,1.9,2.1,90.3,0.5,2.8,3.3,1.9,2.2,0.8,0.3,2.3,0,0,10.6
December,16,34.5,22.6,8.6,18.0,47.6,3.4,8.2,42.0,2.1,2.4,86.8,0.7,3.3,3.9,2.1,1.6,0.9,0.6,1.1,0,0,13.7
January,13,34.5,19.8,7.0,16.2,43.1,2.9,7.1,41.3,2.9,3.8,77.6,0.6,3.5,4.2,1.5,1.6,0.9,0.7,2.1,0,0,11.7
February,4,34.5,26.0,9.8,20.3,48.1,4.8,9.0,52.8,1.8,1.8,100,1.8,4.0,5.8,3.5,2.3,0.5,0.5,1.5,0,0,11.5
Pre All-Star,51,34.2,21.5,8.0,17.3,46.6,3.2,7.8,40.9,2.2,2.6,85.1,0.7,3.2,3.9,2.0,1.8,0.8,0.5,1.8,0,0,11.5
Starters,51,34.2,21.5,8.0,17.3,46.6,3.2,7.8,40.9,2.2,2.6,85.1,0.7,3.2,3.9,2.0,1.8,0.8,0.5,1.8,0,0,11.5
0 Days Rest,10,35.4,20.8,7.4,17.2,43.0,2.9,7.7,37.7,3.1,3.5,88.6,0.9,3.8,4.7,1.9,2.4,0.9,0.4,1.6,0,0,9.7
1 Days Rest,27,33.6,21.5,8.2,17.4,46.9,3.1,7.8,40.0,2.0,2.4,84.4,0.8,2.9,3.6,2.0,1.7,0.8,0.5,1.9,0,0,12.3
2 Days Rest,10,35.2,22.0,8.3,17.4,47.7,3.3,7.8,42.3,2.1,2.4,87.5,0.3,3.7,4.0,2.3,1.5,0.8,0.6,1.3,0,0,10.3
3 Days Rest,4,32.4,22.0,8.0,15.8,50.8,4.0,7.8,51.6,2.0,2.8,72.7,0.3,3.3,3.5,2.0,1.8,0.5,0.3,3.5,0,0,14.0
