DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.7,10.2,46.3,100%,47.3,-1.1
3 Pointers,0.5,1.7,30.8,16.6%,36.0,-5.2
2 Pointers,4.2,8.5,49.4,83.4%,50.8,-1.4
Less Than 6 Ft,2.8,5.1,54.9,49.7%,60.9,-6.0
Less Than 10 Ft,3.5,6.7,52.1,65.5%,55.4,-3.3
Greater Than 15 Ft,1.1,3.1,36.1,30.7%,37.5,-1.4
