DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.4,7.6,44.3,100%,44.3,0.0
3 Pointers,0.9,2.6,35.1,34.5%,35.6,-0.5
2 Pointers,2.5,5.0,49.2,65.5%,48.6,0.6
Less Than 6 Ft,1.0,1.3,72.1,17.5%,59.5,12.5
Less Than 10 Ft,1.4,2.4,58.3,30.9%,54.0,4.4
Greater Than 15 Ft,1.7,4.6,37.3,60.1%,37.4,-0.1
