BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,27,7.6,2.2,0.9,2.1,43.9,0.2,0.8,28.6,0.1,0.1,100,0.0,0.7,0.7,0.7,0.4,0.4,0.0,1.0,0,0,1.7
Home,15,7.3,2.1,0.9,1.9,46.4,0.3,0.7,36.4,0.1,0.1,100,0.1,0.7,0.7,0.5,0.5,0.3,0.0,0.9,0,0,0.8
Road,12,8.0,2.3,1.0,2.4,41.4,0.2,0.8,20.0,0.1,0.1,100,0.0,0.7,0.7,1.0,0.3,0.6,0.0,1.2,0,0,2.8
Wins,17,6.6,1.8,0.8,1.8,41.9,0.1,0.6,20.0,0.1,0.1,100,0.1,0.5,0.6,0.9,0.4,0.5,0.0,0.9,0,0,2.1
Losses,10,9.2,2.9,1.2,2.6,46.2,0.4,1.1,36.4,0.1,0.1,100,0.0,0.9,0.9,0.5,0.4,0.3,0.0,1.1,0,0,1.1
October,1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,7.0
November,6,2.3,1.7,0.7,1.2,57.1,0.2,0.3,50.0,0.2,0.2,100,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0,0,1.2
December,11,9.9,3.5,1.5,3.1,47.1,0.4,1.2,30.8,0.2,0.2,100,0.1,1.0,1.1,0.9,0.4,0.5,0.0,1.3,0,0,-0.1
January,7,10.5,1.6,0.7,2.3,31.3,0.1,0.9,16.7,0.0,0.0,0.0,0.0,0.7,0.7,1.1,0.7,1.0,0.0,1.6,0,0,4.6
February,2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0.5
Pre All-Star,27,7.6,2.2,0.9,2.1,43.9,0.2,0.8,28.6,0.1,0.1,100,0.0,0.7,0.7,0.7,0.4,0.4,0.0,1.0,0,0,1.7
Bench,27,7.6,2.2,0.9,2.1,43.9,0.2,0.8,28.6,0.1,0.1,100,0.0,0.7,0.7,0.7,0.4,0.4,0.0,1.0,0,0,1.7
0 Days Rest,3,13.3,3.0,1.3,3.7,36.4,0.3,1.7,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.0,1.3,0.0,1.3,0,0,0.0
1 Days Rest,9,9.6,3.2,1.3,2.6,52.2,0.3,0.8,42.9,0.2,0.2,100,0.1,1.0,1.1,0.7,0.4,0.4,0.0,1.4,0,0,4.9
2 Days Rest,4,3.4,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,0.3,0.0,0.0,0.5,0,0,2.8
3 Days Rest,3,9.7,1.3,0.7,2.3,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.0,0.3,1.0,0.0,2.0,0,0,-2.0
4 Days Rest,2,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,-2.0
5 Days Rest,3,7.8,5.0,2.0,3.7,54.5,0.7,1.7,40.0,0.3,0.3,100,0.0,0.3,0.3,0.7,0.3,0.3,0.0,0.7,0,0,-2.7
6+ Days Rest,3,2.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.0,0,0,3.0
