DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.4,9.0,48.6,100%,46.2,2.4
3 Pointers,0.6,2.5,24.7,28.3%,35.6,-10.9
2 Pointers,3.7,6.5,58.0,71.7%,50.6,7.3
Less Than 6 Ft,2.6,3.6,71.7,40.3%,61.4,10.2
Less Than 10 Ft,3.0,4.7,63.4,52.1%,56.3,7.1
Greater Than 15 Ft,1.2,3.9,31.1,42.9%,37.7,-6.6
