DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.5,44.4,100%,44.8,-0.3
3 Pointers,0.8,1.8,41.9,40.5%,37.9,4.0
2 Pointers,1.2,2.7,46.2,59.5%,49.3,-3.1
Less Than 6 Ft,0.7,1.0,70.6,22.2%,61.1,9.5
Less Than 10 Ft,0.8,1.2,68.3,26.8%,55.9,12.4
Greater Than 15 Ft,1.1,2.8,37.9,62.1%,38.5,-0.6
