DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,0.7,2.7,25.0,100%,46.2,-21.2
3 Pointers,0.0,0.7,0.0,25.0%,38.8,-38.8
2 Pointers,0.7,2.0,33.3,75.0%,49.8,-16.4
Less Than 6 Ft,0.3,0.7,50.0,25.0%,52.5,-2.5
Less Than 10 Ft,0.3,0.7,50.0,25.0%,49.4,0.6
Greater Than 15 Ft,0.0,1.3,0.0,50.0%,34.6,-34.6
