DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,9.3,43.3,100%,44.5,-1.2
3 Pointers,1.3,4.2,31.5,44.6%,35.6,-4.2
2 Pointers,2.7,5.2,52.7,55.4%,49.2,3.5
Less Than 6 Ft,1.4,1.9,70.7,20.7%,61.0,9.7
Less Than 10 Ft,1.8,2.9,62.2,30.6%,55.9,6.2
Greater Than 15 Ft,1.8,5.4,33.3,57.9%,37.4,-4.1
