,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - SAS @ DET",W,33,32,11,22,50.0,3,8,37.5,7,9,77.8,0,6,6,5,1,0,3,2,18,2017-02-10 00:00:00,DET,AWAY
1,"FEB 08, 2017 - SAS @ PHI",W,37,32,9,18,50.0,3,7,42.9,11,11,100.0,1,5,6,5,0,0,2,2,14,2017-02-08 00:00:00,PHI,AWAY
2,"FEB 04, 2017 - SAS vs. DEN",W,32,19,6,13,46.2,1,6,16.7,6,8,75.0,1,5,6,5,2,2,2,0,18,2017-02-04 00:00:00,DEN,HOME
3,"FEB 02, 2017 - SAS vs. PHI",W,25,19,8,17,47.1,0,2,0.0,3,5,60.0,4,4,8,5,2,2,4,1,8,2017-02-02 00:00:00,PHI,HOME
4,"JAN 31, 2017 - SAS vs. OKC",W,36,36,13,26,50.0,1,4,25.0,9,11,81.8,1,7,8,4,0,2,3,0,4,2017-01-31 00:00:00,OKC,HOME
5,"JAN 29, 2017 - SAS vs. DAL",L,37,24,7,17,41.2,3,7,42.9,7,8,87.5,1,6,7,2,1,1,4,2,-10,2017-01-29 00:00:00,DAL,HOME
6,"JAN 27, 2017 - SAS @ NOP",L,30,23,6,16,37.5,2,6,33.3,9,9,100.0,1,5,6,6,1,0,4,2,2,2017-01-27 00:00:00,NOP,AWAY
7,"JAN 21, 2017 - SAS @ CLE",W,46,41,15,30,50.0,3,8,37.5,8,8,100.0,0,6,6,5,1,1,6,3,3,2017-01-21 00:00:00,CLE,AWAY
8,"JAN 19, 2017 - SAS vs. DEN",W,36,34,12,22,54.5,2,5,40.0,8,8,100.0,0,5,5,4,2,1,1,1,16,2017-01-19 00:00:00,DEN,HOME
9,"JAN 17, 2017 - SAS vs. MIN",W,39,34,12,17,70.6,2,3,66.7,8,9,88.9,1,6,7,5,1,0,1,4,5,2017-01-17 00:00:00,MIN,HOME
10,"JAN 14, 2017 - SAS @ PHX",L,32,38,12,20,60.0,2,5,40.0,12,14,85.7,1,3,4,3,1,0,3,2,-8,2017-01-14 00:00:00,PHX,AWAY
11,"JAN 12, 2017 - SAS vs. LAL",W,26,31,10,13,76.9,3,5,60.0,8,9,88.9,0,2,2,2,2,0,0,0,27,2017-01-12 00:00:00,LAL,HOME
12,"JAN 10, 2017 - SAS vs. MIL",L,36,30,10,16,62.5,2,3,66.7,8,10,80.0,2,5,7,2,3,3,1,1,5,2017-01-10 00:00:00,MIL,HOME
13,"JAN 07, 2017 - SAS vs. CHA",W,33,19,7,18,38.9,3,10,30.0,2,2,100.0,0,2,2,3,0,1,2,2,2,2017-01-07 00:00:00,CHA,HOME
14,"JAN 05, 2017 - SAS @ DEN",W,36,24,9,19,47.4,3,6,50.0,3,4,75.0,1,5,6,5,0,2,1,2,26,2017-01-05 00:00:00,DEN,AWAY
15,"JAN 03, 2017 - SAS vs. TOR",W,28,25,8,12,66.7,5,7,71.4,4,5,80.0,1,3,4,2,2,3,0,2,38,2017-01-03 00:00:00,TOR,HOME
16,"JAN 01, 2017 - SAS @ ATL",L,28,13,3,12,25.0,1,6,16.7,6,7,85.7,2,2,4,2,1,1,1,3,-7,2017-01-01 00:00:00,ATL,AWAY
17,"DEC 25, 2016 - SAS vs. CHI",W,38,25,7,14,50.0,3,5,60.0,8,8,100.0,4,6,10,5,3,1,2,1,22,2016-12-25 00:00:00,CHI,HOME
18,"DEC 23, 2016 - SAS @ POR",W,32,33,9,15,60.0,5,7,71.4,10,10,100.0,0,3,3,2,1,0,2,2,11,2016-12-23 00:00:00,POR,AWAY
19,"DEC 22, 2016 - SAS @ LAC",L,34,27,8,19,42.1,1,3,33.3,10,11,90.9,4,5,9,5,1,2,4,2,-8,2016-12-22 00:00:00,LAC,AWAY
20,"DEC 20, 2016 - SAS @ HOU",W,36,21,5,15,33.3,0,4,0.0,11,13,84.6,0,5,5,4,5,0,7,1,0,2016-12-20 00:00:00,HOU,AWAY
21,"DEC 18, 2016 - SAS vs. NOP",W,24,13,5,10,50.0,1,3,33.3,2,2,100.0,0,2,2,0,1,1,0,1,20,2016-12-18 00:00:00,NOP,HOME
22,"DEC 15, 2016 - SAS @ PHX",W,27,18,6,12,50.0,1,3,33.3,5,5,100.0,2,8,10,4,2,0,1,0,14,2016-12-15 00:00:00,PHX,AWAY
