DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.2,9.5,43.9,100%,45.3,-1.4
3 Pointers,1.2,3.4,35.2,35.4%,37.2,-2.0
2 Pointers,3.0,6.2,48.7,64.6%,49.8,-1.1
Less Than 6 Ft,1.8,2.8,64.2,29.3%,61.1,3.0
Less Than 10 Ft,2.2,3.9,56.3,40.7%,55.7,0.6
Greater Than 15 Ft,1.7,4.7,36.1,49.3%,38.2,-2.1
