DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.9,13.5,50.9,100%,47.4,3.5
3 Pointers,1.1,2.6,43.6,19.5%,35.5,8.1
2 Pointers,5.7,10.9,52.7,80.5%,51.0,1.7
Less Than 6 Ft,3.7,6.1,60.3,45.3%,60.6,-0.3
Less Than 10 Ft,4.5,8.0,56.5,59.0%,55.8,0.7
Greater Than 15 Ft,2.0,4.7,43.0,34.7%,37.7,5.3
