DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,6.9,50.0,100%,48.7,1.3
3 Pointers,0.2,0.7,33.3,10.1%,38.1,-4.8
2 Pointers,3.2,6.2,51.9,89.9%,51.3,0.6
Less Than 6 Ft,1.9,3.2,58.3,46.2%,61.1,-2.7
Less Than 10 Ft,2.3,4.3,54.3,62.0%,56.1,-1.8
Greater Than 15 Ft,0.8,2.0,40.7,28.4%,39.6,1.1
