DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.5,8.2,54.7,100%,48.0,6.7
3 Pointers,0.3,0.9,33.3,11.6%,36.2,-2.8
2 Pointers,4.2,7.3,57.5,88.4%,51.3,6.2
Less Than 6 Ft,2.7,4.1,65.9,49.4%,61.5,4.4
Less Than 10 Ft,3.3,5.2,62.9,63.3%,56.7,6.2
Greater Than 15 Ft,1.1,2.5,42.7,30.4%,38.1,4.6
