BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,52,23.7,8.2,3.6,8.2,44.0,0.3,1.2,23.8,0.8,1.1,68.4,0.3,2.4,2.6,5.0,1.4,0.8,0.3,1.6,1,0,0.9
Home,26,23.4,8.6,3.7,8.2,45.1,0.3,1.1,27.6,0.9,1.4,66.7,0.2,2.5,2.7,5.0,1.6,0.7,0.3,1.7,0,0,2.8
Road,26,23.9,7.8,3.5,8.2,42.9,0.3,1.3,20.6,0.6,0.8,71.4,0.3,2.3,2.6,4.9,1.3,0.8,0.4,1.5,1,0,-0.9
Wins,25,23.9,9.6,4.3,9.0,47.3,0.3,1.2,26.7,0.8,1.1,70.4,0.2,3.0,3.2,5.8,1.2,1.0,0.3,1.9,1,0,10.7
Losses,27,23.5,6.9,3.0,7.4,40.2,0.3,1.2,21.2,0.7,1.1,66.7,0.4,1.7,2.1,4.1,1.7,0.6,0.4,1.3,0,0,-8.1
October,3,30.1,11.0,5.3,13.3,40.0,0.0,2.3,0.0,0.3,0.3,100,0.0,1.7,1.7,7.3,2.0,0.7,0.0,1.0,0,0,3.7
November,17,29.6,10.7,4.5,10.3,43.4,0.4,0.9,40.0,1.4,1.8,77.4,0.4,2.9,3.2,5.9,1.4,1.1,0.4,1.8,0,0,-0.4
December,15,21.4,6.4,2.7,6.9,39.8,0.4,1.6,25.0,0.5,0.9,57.1,0.4,2.1,2.5,4.9,1.5,0.5,0.2,1.7,1,0,-1.1
January,12,17.3,5.6,2.6,5.9,43.7,0.2,1.1,15.4,0.3,0.5,50.0,0.2,2.0,2.2,2.8,1.2,0.6,0.5,1.8,0,0,1.7
February,5,22.0,10.0,4.6,7.2,63.9,0.2,0.8,25.0,0.6,1.0,60.0,0.0,2.6,2.6,5.8,1.8,0.8,0.4,0.6,0,0,8.2
Pre All-Star,52,23.7,8.2,3.6,8.2,44.0,0.3,1.2,23.8,0.8,1.1,68.4,0.3,2.4,2.6,5.0,1.4,0.8,0.3,1.6,1,0,0.9
Starters,21,29.6,10.8,4.6,10.7,43.1,0.3,1.2,28.0,1.2,1.5,78.1,0.3,2.8,3.1,6.4,1.5,1.0,0.3,1.7,1,0,1.4
Bench,31,19.6,6.5,2.9,6.5,45.0,0.3,1.2,21.1,0.5,0.8,56.0,0.3,2.1,2.3,4.0,1.4,0.6,0.4,1.5,0,0,0.6
0 Days Rest,8,27.8,9.1,4.0,8.8,45.7,0.1,0.8,16.7,1.0,1.1,88.9,0.1,2.9,3.0,5.5,1.5,0.5,0.6,1.5,0,0,-2.8
1 Days Rest,34,23.4,8.0,3.4,8.1,42.5,0.4,1.2,28.6,0.8,1.2,65.9,0.3,2.3,2.6,4.9,1.6,0.7,0.4,1.6,1,0,0.9
2 Days Rest,8,20.5,8.5,3.9,7.6,50.8,0.3,1.4,18.2,0.5,0.9,57.1,0.3,2.4,2.6,4.9,1.0,1.3,0.1,1.9,0,0,8.5
4 Days Rest,1,17.1,8.0,4.0,9.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,-8.0
6+ Days Rest,1,33.3,6.0,3.0,10.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0,0,-19.0
