DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.4,7.2,47.1,100%,43.9,3.2
3 Pointers,1.2,3.1,37.8,43.0%,35.4,2.4
2 Pointers,2.2,4.1,54.1,57.0%,49.1,5.0
Less Than 6 Ft,1.3,1.9,67.7,27.0%,60.9,6.8
Less Than 10 Ft,1.7,2.6,65.4,36.9%,55.6,9.7
Greater Than 15 Ft,1.6,4.2,37.5,58.1%,36.7,0.8
