,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
12,"JAN 16, 2017 - CLE @ GSW",L,240,91,31,88,35.2,9,34,26.5,20,27,74.1,7,28,35,11,7,4,15,21,2017-01-16 00:00:00,GSW,AWAY
13,"JAN 13, 2017 - CLE @ SAC",W,240,120,44,87,50.6,15,37,40.5,17,22,77.3,10,29,39,27,11,3,12,20,2017-01-13 00:00:00,SAC,AWAY
14,"JAN 11, 2017 - CLE @ POR",L,240,86,28,82,34.1,9,30,30.0,21,28,75.0,13,35,48,14,5,4,15,20,2017-01-11 00:00:00,POR,AWAY
15,"JAN 10, 2017 - CLE @ UTA",L,240,92,31,85,36.5,9,31,29.0,21,25,84.0,13,29,42,15,6,2,16,19,2017-01-10 00:00:00,UTA,AWAY
16,"JAN 08, 2017 - CLE @ PHX",W,240,120,44,82,53.7,15,34,44.1,17,19,89.5,13,25,38,15,8,5,20,12,2017-01-08 00:00:00,PHX,AWAY
17,"JAN 06, 2017 - CLE @ BKN",W,240,116,38,88,43.2,9,33,27.3,31,43,72.1,5,41,46,19,14,3,12,16,2017-01-06 00:00:00,BKN,AWAY
18,"JAN 04, 2017 - CLE vs. CHI",L,240,94,34,83,41.0,8,25,32.0,18,24,75.0,16,28,44,13,6,2,15,16,2017-01-04 00:00:00,CHI,HOME
19,"JAN 02, 2017 - CLE vs. NOP",W,240,90,34,90,37.8,6,31,19.4,16,22,72.7,11,45,56,16,9,4,11,13,2017-01-02 00:00:00,NOP,HOME
20,"DEC 31, 2016 - CLE @ CHA",W,240,121,43,85,50.6,14,31,45.2,21,25,84.0,8,27,35,17,6,1,6,17,2016-12-31 00:00:00,CHA,AWAY
21,"DEC 29, 2016 - CLE vs. BOS",W,240,124,43,83,51.8,14,38,36.8,24,33,72.7,13,33,46,29,7,3,18,16,2016-12-29 00:00:00,BOS,HOME
22,"DEC 26, 2016 - CLE @ DET",L,240,90,30,79,38.0,11,28,39.3,19,23,82.6,10,37,47,19,8,3,21,23,2016-12-26 00:00:00,DET,AWAY
23,"DEC 25, 2016 - CLE vs. GSW",W,240,109,37,95,38.9,12,35,34.3,23,32,71.9,18,26,44,20,14,2,12,19,2016-12-25 00:00:00,GSW,HOME
24,"DEC 23, 2016 - CLE vs. BKN",W,240,119,45,99,45.5,8,35,22.9,21,24,87.5,11,40,51,28,12,4,11,20,2016-12-23 00:00:00,BKN,HOME
25,"DEC 21, 2016 - CLE vs. MIL",W,240,113,43,87,49.4,15,27,55.6,12,19,63.2,9,33,42,30,3,7,11,20,2016-12-21 00:00:00,MIL,HOME
26,"DEC 20, 2016 - CLE @ MIL",W,265,114,37,91,40.7,17,40,42.5,23,27,85.2,9,34,43,19,5,2,10,21,2016-12-20 00:00:00,MIL,AWAY
27,"DEC 17, 2016 - CLE vs. LAL",W,240,119,46,89,51.7,15,33,45.5,12,18,66.7,11,33,44,30,8,3,8,12,2016-12-17 00:00:00,LAL,HOME
28,"DEC 14, 2016 - CLE @ MEM",L,240,85,28,75,37.3,9,25,36.0,20,31,64.5,7,32,39,10,10,2,11,16,2016-12-14 00:00:00,MEM,AWAY
29,"DEC 13, 2016 - CLE vs. MEM",W,240,103,37,81,45.7,12,31,38.7,17,23,73.9,10,36,46,21,8,4,17,16,2016-12-13 00:00:00,MEM,HOME
30,"DEC 10, 2016 - CLE vs. CHA",W,240,116,42,73,57.5,13,31,41.9,19,28,67.9,7,33,40,25,8,2,17,24,2016-12-10 00:00:00,CHA,HOME
31,"DEC 09, 2016 - CLE vs. MIA",W,240,114,46,83,55.4,9,24,37.5,13,19,68.4,11,36,47,23,7,9,11,16,2016-12-09 00:00:00,MIA,HOME
32,"DEC 07, 2016 - CLE @ NYK",W,240,126,39,80,48.8,22,40,55.0,26,31,83.9,10,36,46,23,11,4,12,18,2016-12-07 00:00:00,NYK,AWAY
33,"DEC 05, 2016 - CLE @ TOR",W,240,116,40,84,47.6,14,32,43.8,22,27,81.5,13,35,48,21,4,3,14,21,2016-12-05 00:00:00,TOR,AWAY
34,"DEC 02, 2016 - CLE @ CHI",L,240,105,45,83,54.2,10,26,38.5,5,10,50.0,6,27,33,30,5,1,18,15,2016-12-02 00:00:00,CHI,AWAY
35,"DEC 01, 2016 - CLE vs. LAC",L,240,94,28,69,40.6,9,24,37.5,29,39,74.4,6,30,36,12,5,3,18,24,2016-12-01 00:00:00,LAC,HOME
36,"NOV 29, 2016 - CLE @ MIL",L,240,101,32,75,42.7,14,39,35.9,23,31,74.2,7,28,35,17,7,6,19,19,2016-11-29 00:00:00,MIL,AWAY
37,"NOV 27, 2016 - CLE @ PHI",W,240,112,38,92,41.3,12,40,30.0,24,28,85.7,14,32,46,19,5,3,9,14,2016-11-27 00:00:00,PHI,AWAY
38,"NOV 25, 2016 - CLE vs. DAL",W,240,128,43,85,50.6,20,43,46.5,22,24,91.7,9,38,47,30,9,3,14,16,2016-11-25 00:00:00,DAL,HOME
39,"NOV 23, 2016 - CLE vs. POR",W,240,137,48,90,53.3,21,36,58.3,20,27,74.1,9,32,41,30,6,4,10,15,2016-11-23 00:00:00,POR,HOME
40,"NOV 18, 2016 - CLE vs. DET",W,240,104,40,83,48.2,11,25,44.0,13,14,92.9,5,47,52,26,4,8,13,14,2016-11-18 00:00:00,DET,HOME
41,"NOV 16, 2016 - CLE @ IND",L,240,93,35,86,40.7,11,30,36.7,12,20,60.0,11,40,51,19,3,5,18,16,2016-11-16 00:00:00,IND,AWAY
42,"NOV 15, 2016 - CLE vs. TOR",W,240,121,44,83,53.0,13,33,39.4,20,28,71.4,10,36,46,26,4,7,17,18,2016-11-15 00:00:00,TOR,HOME
43,"NOV 13, 2016 - CLE vs. CHA",W,240,100,39,92,42.4,14,38,36.8,8,15,53.3,12,41,53,25,3,8,9,13,2016-11-13 00:00:00,CHA,HOME
44,"NOV 11, 2016 - CLE @ WAS",W,240,105,36,86,41.9,14,33,42.4,19,26,73.1,13,34,47,16,9,6,15,21,2016-11-11 00:00:00,WAS,AWAY
45,"NOV 08, 2016 - CLE vs. ATL",L,240,106,37,99,37.4,11,42,26.2,21,25,84.0,13,26,39,21,12,1,6,20,2016-11-08 00:00:00,ATL,HOME
46,"NOV 05, 2016 - CLE @ PHI",W,240,102,37,91,40.7,14,38,36.8,14,18,77.8,11,38,49,23,10,5,16,15,2016-11-05 00:00:00,PHI,AWAY
47,"NOV 03, 2016 - CLE vs. BOS",W,240,128,41,84,48.8,14,34,41.2,32,37,86.5,7,35,42,24,6,6,8,19,2016-11-03 00:00:00,BOS,HOME
48,"NOV 01, 2016 - CLE vs. HOU",W,240,128,43,83,51.8,16,32,50.0,26,31,83.9,12,34,46,22,4,2,11,21,2016-11-01 00:00:00,HOU,HOME
49,"OCT 29, 2016 - CLE vs. ORL",W,240,105,36,88,40.9,11,37,29.7,22,30,73.3,13,27,40,17,8,6,9,27,2016-10-29 00:00:00,ORL,HOME
50,"OCT 28, 2016 - CLE @ TOR",W,240,94,33,79,41.8,12,32,37.5,16,22,72.7,9,31,40,20,8,3,17,15,2016-10-28 00:00:00,TOR,AWAY
51,"OCT 25, 2016 - CLE vs. NYK",W,240,117,45,94,47.9,13,35,37.1,14,19,73.7,11,40,51,31,12,5,14,22,2016-10-25 00:00:00,NYK,HOME
