BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,44,32.5,14.0,4.8,10.0,47.6,2.3,5.6,41.5,2.1,2.4,88.6,0.6,4.7,5.3,2.2,1.0,1.1,0.3,2.2,2,0,5.0
Home,23,32.3,14.5,5.0,10.7,46.9,2.5,6.0,41.7,2.0,2.2,90.2,0.6,4.7,5.3,2.3,0.9,1.2,0.3,1.9,1,0,5.7
Road,21,32.7,13.3,4.5,9.2,48.5,2.1,5.2,41.3,2.2,2.6,87.0,0.6,4.7,5.3,2.0,1.2,1.0,0.3,2.6,1,0,4.2
Wins,30,31.8,14.4,4.9,10.0,48.8,2.5,5.7,44.7,2.1,2.4,87.5,0.6,5.2,5.9,2.0,1.1,1.1,0.4,2.0,2,0,9.0
Losses,14,34.1,12.9,4.4,9.9,44.9,1.9,5.6,34.6,2.1,2.4,90.9,0.5,3.6,4.1,2.6,0.9,1.2,0.1,2.7,0,0,-3.6
October,3,32.7,14.7,5.3,10.0,53.3,2.3,5.7,41.2,1.7,1.7,100,0.3,6.3,6.7,2.3,2.0,2.3,1.3,3.7,0,0,5.7
November,7,25.9,12.4,4.7,10.0,47.1,2.0,5.6,35.9,1.0,1.1,87.5,0.4,4.0,4.4,2.0,1.0,0.9,0.1,1.9,0,0,2.6
December,16,33.7,13.0,4.3,9.1,47.3,2.2,5.0,43.8,2.2,2.6,85.4,0.6,4.4,5.1,2.5,1.1,0.9,0.2,2.6,1,0,4.8
January,14,34.2,16.3,5.4,10.8,50.3,2.9,6.3,46.6,2.5,2.8,89.7,0.6,5.0,5.6,2.1,0.8,0.9,0.4,1.9,1,0,6.8
February,4,33.4,11.8,3.8,10.5,35.7,1.5,6.0,25.0,2.8,3.0,91.7,0.8,4.8,5.5,1.5,0.8,2.0,0.3,1.5,0,0,3.3
Pre All-Star,44,32.5,14.0,4.8,10.0,47.6,2.3,5.6,41.5,2.1,2.4,88.6,0.6,4.7,5.3,2.2,1.0,1.1,0.3,2.2,2,0,5.0
Starters,44,32.5,14.0,4.8,10.0,47.6,2.3,5.6,41.5,2.1,2.4,88.6,0.6,4.7,5.3,2.2,1.0,1.1,0.3,2.2,2,0,5.0
0 Days Rest,8,33.8,13.4,4.4,9.8,44.9,2.1,5.5,38.6,2.5,2.5,100,0.8,4.8,5.5,2.8,0.4,1.1,0.3,2.8,1,0,4.8
1 Days Rest,24,32.7,14.7,5.0,10.4,48.6,2.5,5.9,42.6,2.1,2.6,82.3,0.7,5.1,5.8,2.1,1.3,1.0,0.3,2.2,1,0,6.5
2 Days Rest,8,33.9,11.6,3.9,9.3,41.9,1.9,5.4,34.9,2.0,2.1,94.1,0.4,3.6,4.0,2.4,0.9,1.4,0.5,2.3,0,0,-0.9
3 Days Rest,2,24.4,15.5,5.0,7.0,71.4,3.5,4.0,87.5,2.0,2.0,100,0.0,4.0,4.0,1.0,0.5,0.5,0.0,1.5,0,0,13.5
6+ Days Rest,2,27.9,15.0,6.0,12.0,50.0,2.0,6.0,33.3,1.0,1.0,100,0.0,4.5,4.5,1.0,2.0,1.5,1.0,1.0,0,0,3.0
