DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.1,2.3,50.0,100%,41.7,8.3
3 Pointers,0.3,1.0,30.8,43.3%,34.8,-4.0
2 Pointers,0.8,1.3,64.7,56.7%,46.8,17.9
Less Than 6 Ft,0.6,0.9,66.7,40.0%,59.8,6.9
Less Than 10 Ft,0.8,1.1,66.7,50.0%,54.4,12.3
Greater Than 15 Ft,0.4,1.1,35.7,46.7%,35.8,-0.1
