DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.6,8.0,45.2,100%,44.7,0.5
3 Pointers,1.2,3.0,40.1,38.1%,36.6,3.6
2 Pointers,2.4,4.9,48.3,61.9%,49.5,-1.1
Less Than 6 Ft,1.3,1.9,67.6,23.3%,61.6,6.0
Less Than 10 Ft,1.5,2.4,62.9,30.1%,56.4,6.5
Greater Than 15 Ft,1.9,4.8,39.0,60.3%,37.8,1.2
