BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,44,16.0,4.5,1.6,4.3,36.6,1.1,3.0,36.6,0.3,0.3,73.3,0.3,1.9,2.1,0.5,0.4,0.3,0.2,1.7,0,0,0.0
Home,22,15.1,4.2,1.4,3.8,35.7,1.1,2.9,38.1,0.4,0.4,88.9,0.1,2.1,2.3,0.4,0.3,0.4,0.1,1.7,0,0,1.3
Road,22,17.0,4.9,1.8,4.9,37.4,1.1,3.1,35.3,0.1,0.3,50.0,0.4,1.6,2.0,0.5,0.5,0.3,0.2,1.6,0,0,-1.4
Wins,21,15.9,4.8,1.6,4.1,37.9,1.3,3.2,41.2,0.3,0.3,85.7,0.3,1.7,2.0,0.4,0.5,0.5,0.1,2.0,0,0,3.8
Losses,23,16.2,4.3,1.6,4.5,35.6,0.9,2.7,31.7,0.2,0.3,62.5,0.2,2.0,2.2,0.5,0.3,0.2,0.2,1.3,0,0,-3.5
October,3,21.3,6.7,2.3,7.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.3,0,0,6.3
November,15,15.4,3.9,1.4,4.1,33.9,0.9,2.9,30.2,0.3,0.3,80.0,0.3,1.4,1.7,0.2,0.5,0.4,0.1,1.1,0,0,-2.2
December,8,11.3,3.3,1.1,2.8,40.9,0.6,1.8,35.7,0.4,0.5,75.0,0.1,1.3,1.4,0.3,0.0,0.4,0.4,1.1,0,0,-2.6
January,14,17.4,5.4,1.9,4.6,41.5,1.4,3.0,45.2,0.1,0.3,50.0,0.2,2.9,3.1,0.4,0.3,0.3,0.1,2.3,0,0,0.5
February,4,19.1,4.8,1.5,5.3,28.6,1.3,4.3,29.4,0.5,0.5,100,0.5,0.5,1.0,0.8,1.0,0.5,0.3,2.8,0,0,6.5
Pre All-Star,44,16.0,4.5,1.6,4.3,36.6,1.1,3.0,36.6,0.3,0.3,73.3,0.3,1.9,2.1,0.5,0.4,0.3,0.2,1.7,0,0,0.0
Starters,31,18.4,5.5,1.9,5.2,37.5,1.3,3.6,36.3,0.3,0.4,72.7,0.3,2.2,2.5,0.6,0.3,0.4,0.2,1.9,0,0,0.1
Bench,13,10.4,2.3,0.8,2.4,32.3,0.5,1.4,38.9,0.2,0.3,75.0,0.2,1.1,1.3,0.2,0.5,0.3,0.2,1.1,0,0,-0.3
0 Days Rest,7,12.6,4.3,1.4,3.0,47.6,1.1,1.9,61.5,0.3,0.6,50.0,0.3,1.7,2.0,0.1,0.6,0.3,0.0,1.4,0,0,1.9
1 Days Rest,27,15.3,4.1,1.4,4.2,34.2,1.0,2.9,35.4,0.2,0.3,71.4,0.2,1.8,2.0,0.5,0.4,0.4,0.1,1.8,0,0,0.0
2 Days Rest,5,24.4,8.2,2.8,6.0,46.7,1.8,4.4,40.9,0.8,0.8,100,0.6,2.2,2.8,0.6,0.4,0.2,0.4,1.8,0,0,-4.4
3 Days Rest,2,17.5,1.0,0.5,4.5,11.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.5,0,0,8.0
4 Days Rest,1,18.8,8.0,3.0,10.0,30.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,0,12.0
5 Days Rest,1,21.0,7.0,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,0,0,-16.0
6+ Days Rest,1,7.7,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,-5.0
