BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,52,27.0,12.3,4.9,9.2,53.8,0.0,0.0,0.0,2.4,2.9,85.2,2.9,6.9,9.9,0.8,1.4,0.5,0.8,2.8,20,0,2.1
Home,26,26.6,12.4,4.9,9.4,51.8,0.0,0.0,0.0,2.6,3.0,87.2,3.5,7.2,10.7,0.8,1.5,0.5,0.9,2.7,13,0,5.1
Road,26,27.5,12.3,5.0,9.0,55.8,0.0,0.0,0.0,2.3,2.7,83.1,2.3,6.7,9.0,0.7,1.3,0.5,0.7,3.0,7,0,-0.9
Wins,31,27.2,13.3,5.4,10.0,53.5,0.0,0.0,0.0,2.6,3.0,85.1,3.2,7.2,10.4,0.6,1.5,0.6,0.7,2.8,15,0,7.2
Losses,21,26.8,10.9,4.3,8.0,54.2,0.0,0.0,0.0,2.2,2.6,85.5,2.5,6.5,9.0,1.0,1.4,0.3,0.8,2.8,5,0,-5.5
October,3,32.3,18.0,7.0,14.0,50.0,0.0,0.0,0.0,4.0,4.7,85.7,5.0,7.3,12.3,0.7,2.0,0.0,0.7,3.3,2,0,5.7
November,13,28.1,12.6,5.1,8.7,58.4,0.0,0.0,0.0,2.5,3.1,80.0,2.7,6.5,9.2,0.8,1.6,0.5,0.9,2.5,3,0,0.9
December,14,24.2,10.3,4.0,8.1,49.6,0.0,0.0,0.0,2.3,2.6,88.9,2.9,6.5,9.4,0.6,1.1,0.6,0.6,2.7,6,0,2.6
January,17,27.9,11.7,4.8,9.1,52.3,0.0,0.0,0.0,2.2,2.4,90.2,3.2,7.9,11.1,0.8,1.5,0.5,0.9,3.2,7,0,2.5
February,5,26.0,16.0,6.6,11.0,60.0,0.0,0.0,0.0,2.8,3.6,77.8,1.2,6.0,7.2,1.0,1.0,0.4,0.6,2.4,2,0,0.2
Pre All-Star,52,27.0,12.3,4.9,9.2,53.8,0.0,0.0,0.0,2.4,2.9,85.2,2.9,6.9,9.9,0.8,1.4,0.5,0.8,2.8,20,0,2.1
Starters,52,27.0,12.3,4.9,9.2,53.8,0.0,0.0,0.0,2.4,2.9,85.2,2.9,6.9,9.9,0.8,1.4,0.5,0.8,2.8,20,0,2.1
0 Days Rest,11,23.3,9.5,3.8,6.3,60.9,0.0,0.0,0.0,1.8,2.1,87.0,2.3,6.5,8.7,0.6,1.7,0.4,0.5,2.7,2,0,-0.6
1 Days Rest,30,28.5,12.3,5.0,9.8,50.8,0.0,0.0,0.0,2.3,2.8,83.3,3.1,7.2,10.3,0.8,1.5,0.4,0.9,2.9,12,0,2.3
2 Days Rest,9,26.4,13.7,5.6,10.1,54.9,0.0,0.0,0.0,2.6,2.9,88.5,2.9,7.1,10.0,0.8,1.1,0.7,0.8,2.8,5,0,3.8
4 Days Rest,1,35.2,32.0,10.0,15.0,66.7,0.0,0.0,0.0,12.0,14.0,85.7,6.0,5.0,11.0,1.0,1.0,0.0,0.0,4.0,1,0,22.0
6+ Days Rest,1,20.6,12.0,5.0,8.0,62.5,0.0,0.0,0.0,2.0,2.0,100,2.0,6.0,8.0,0.0,0.0,2.0,1.0,2.0,0,0,-8.0
