DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.6,9.5,48.9,100%,44.7,4.2
3 Pointers,1.4,3.4,40.9,35.7%,37.1,3.9
2 Pointers,3.3,6.1,53.4,64.3%,48.7,4.6
Less Than 6 Ft,1.8,2.6,69.9,27.1%,60.2,9.7
Less Than 10 Ft,2.2,3.4,62.9,36.2%,54.6,8.3
Greater Than 15 Ft,2.0,5.1,38.7,54.0%,38.2,0.5
