DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,8.9,44.2,100%,46.4,-2.3
3 Pointers,1.0,2.4,42.1,26.8%,36.5,5.5
2 Pointers,2.9,6.5,44.9,73.2%,50.5,-5.6
Less Than 6 Ft,1.8,3.3,53.7,37.6%,60.9,-7.3
Less Than 10 Ft,2.3,4.7,49.0,53.3%,56.0,-7.0
Greater Than 15 Ft,1.4,3.7,39.3,41.6%,37.5,1.8
